CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
28505,MUS,644E,A,4,Applied Music - Clarinet,T,11:30 am-12:25 pm,Michele Gingras (P),01/23-05/13,PRS 008
28506,MUS,644F,A,4,Applied Music - Saxophone,T,11:30 am-12:25 pm,Jeremy A. Long (P),01/23-05/13,CPA 150
28507,MUS,644G,A,4,Applied Music - Oboe,T,11:30 am-12:25 pm,Andrea J. Ridilla (P),01/23-05/13,CPA 101
28600,MUS,644H,A,4,Applied Music - Bassoon,T,11:30 am-12:25 pm,Christin M. Schillinger (P),01/23-05/13,CPA 114
28510,MUS,644I,A,4,Applied Music - Trumpet,T,11:30 am-12:25 pm,Douglas S. Lindsay (P),01/23-05/13,PRS 222
75891,MUS,644I,B,4,Applied Music - Trumpet,T,11:30 am-12:25 pm,Steven Duane Pride (P),01/23-05/13,PRS 222
28602,MUS,644J,A,4,Applied Music - French Horn,T,11:30 am-12:25 pm,Gregory L. Phillips (P),01/23-05/13,PRS 100
28511,MUS,644K,A,4,Applied Music - Trombone,T,11:30 am-12:25 pm,Jaime Morales-Matos (P),01/23-05/13,PRS 007
28604,MUS,644L,A,4,Applied Music - Baritone,T,11:30 am-12:25 pm,John C. McTeer (P),01/23-05/13,TBA
28514,MUS,644M,A,4,Applied Music - Tuba,W,06:30 pm-07:20 pm,John C. McTeer (P),01/23-05/13,PRS 100
28516,MUS,644N,A,4,Applied Music-Percussion,R,11:30 am-12:25 pm,Michael LaMattina (P),01/23-05/13,PRS 007
75709,MUS,644N,B,4,Applied Music-Percussion,R,11:30 am-12:25 pm,Patrick James Schleker (P),01/23-05/13,PRS 007
28518,MUS,644O,B,4,Applied Music - Violin,R,11:30 am-12:25 pm,Harvey P. Thurmer (P),01/23-05/13,PRS 100
28520,MUS,644P,A,4,Applied Music - Viola,R,11:30 am-12:25 pm,Mary E. M. Harris (P),01/23-05/13,CPA 144
28522,MUS,644R,A,4,Applied Music - Cello,R,11:30 am-12:25 pm,Cole N. Tutino (P),01/23-05/13,PRS 008
28605,MUS,644S,A,4,Applied Music - String Bass,R,11:30 am-12:25 pm,Steve Ullery (P),01/23-05/13,PRS 222
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
81738,NSC,102,A,3,Naval Ship's Systems,TR,10:00 am-11:20 am,Edward Joseph Horn (P),01/23-05/13,MIL 059
22098,NSC,110,A,1,Leadership Practicum,T,02:30 pm-04:30 pm,Edward Joseph Horn (P),01/23-05/13,MIL 059
22101,NSC,202,A,3,Seapowr & Maritime Affairs Sem,MW,11:30 am-12:50 pm,Brenton Christopher Bischof (P),01/23-05/13,MIL 059
22103,NSC,210,A,1,Leadership Practicum,T,02:30 pm-04:30 pm,Jarrod James Fiecoat (P),01/23-05/13,MIL 059
64415,NSC,301,A,3,Navigation,WF,08:30 am-09:50 am,Jarrod James Fiecoat (P),01/23-05/13,MIL 059
22106,NSC,310,A,1,Leadership Practicum,T,02:30 pm-04:30 pm,Steven Robert Haack (P),01/23-05/13,MIL 059
22107,NSC,402,A,3,Leadership and Ethics,TR,08:30 am-09:50 am,Donald Glenn May (P),01/23-05/13,MIL 059
22108,NSC,410,A,1,Leadership Practicum,T,02:30 pm-04:30 pm,Brenton Christopher Bischof (P),01/23-05/13,MIL 063
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
75952,PHL,103,A,3,Society And The Individual,MW,10:00 am-10:55 am,Elaine P. Miller (P),01/23-05/13,KRG 319
,,,,,,F,10:00 am-10:55 am,Elaine P. Miller,01/23-05/13,UPH 389
75955,PHL,103,B,3,Society And The Individual,MW,10:00 am-10:55 am,Elaine P. Miller (P),01/23-05/13,KRG 319
,,,,,,F,10:00 am-10:55 am,Elaine P. Miller,01/23-05/13,UPH 163
75956,PHL,103,C,3,Society And The Individual,MW,10:00 am-10:55 am,Elaine P. Miller (P),01/23-05/13,KRG 319
,,,,,,F,10:00 am-10:55 am,Elaine P. Miller,01/23-05/13,LWS 303
77772,PHL,103,D,3,Society And The Individual,MW,10:00 am-10:55 am,Elaine P. Miller (P),01/23-05/13,KRG 319
,,,,,,F,10:00 am-10:55 am,Elaine P. Miller,01/23-05/13,BEN 206
77773,PHL,103,E,3,Society And The Individual,MW,04:00 pm-05:20 pm,Christopher Stewart King (P),01/23-05/13,UPH 364
81822,PHL,103,F,3,Society And The Individual,MW,11:30 am-12:50 pm,Christopher Stewart King (P),01/23-05/13,HRN 111
81823,PHL,103,G,3,Society And The Individual,TR,08:30 am-09:50 am,Suzanne McCullagh (P),01/23-05/13,HRN 109
81824,PHL,103,H,3,Society And The Individual,TR,04:00 pm-05:20 pm,Suzanne McCullagh (P),01/23-05/13,HRN 109
77771,PHL,105,A,3,Theories Of Human Nature,WF,10:00 am-11:20 am,Gaile Pohlhaus (P),01/23-05/13,IRV 124
73527,PHL,105H,A,3,Theories Of Human Nature,TR,01:00 pm-02:20 pm,Emily A. Zakin (P),01/23-05/13,KRG 207
81456,PHL,105H,B,3,Theories Of Human Nature,MW,08:30 am-09:50 am,Keith G. Fennen (P),01/23-05/13,HRN 109
28637,PHL,131,A,3,Introduction to Ethics,WF,08:30 am-09:50 am,Walter Scott Clifton (P),01/23-05/13,HRN 313
79580,PHL,131,B,3,Introduction to Ethics,WF,02:30 pm-03:50 pm,Walter Scott Clifton (P),01/23-05/13,HRN 302
81801,PHL,131,C,3,Introduction to Ethics,TR,10:00 am-11:20 am,Facundo Martin Alonso (P),01/23-05/13,BEN 100
81802,PHL,205,A,3,Science & Culture,TR,02:30 pm-03:50 pm,Suzanne McCullagh (P),01/23-05/13,HRN 109
79564,PHL,221,A,3,Problems-Metaphysics&Knowledge,WF,01:00 pm-02:20 pm,William R. McKenna (P),01/23-05/13,BEN 213
77739,PHL,245,A,3,Writing Philosophy,MW,02:30 pm-03:50 pm,Keith G. Fennen (P),01/23-05/13,UPH 235
77770,PHL,273,A,4,Formal Logic,MWF,10:00 am-11:15 am,Michael Robert Hicks (P),01/23-05/13,KRG 221
22132,PHL,302,A,4,Modern Philosophy,MW,12:00 pm-01:50 pm,Keith G. Fennen (P),01/23-05/13,HUG 141
81807,PHL,331,A,3,Political Philosophy,MW,10:00 am-11:20 am,Christopher Stewart King (P),01/23-05/13,SHD 237
74442,PHL,355,A,3,Feminist Theory,WF,11:30 am-12:50 pm,Gaile Pohlhaus (P),01/23-05/13,BEN 207
74444,PHL,355H,A,3,Feminist Theory,WF,11:30 am-12:50 pm,Gaile Pohlhaus (P),01/23-05/13,BEN 207
75953,PHL,375,A,4,Medical Ethics,MWF,01:00 pm-02:15 pm,Walter Scott Clifton (P),01/23-05/13,HRN 313
74445,PHL,404,A,3,What Is Philosophy?,TR,11:30 am-12:50 pm,Pascal Massie (P),01/23-05/13,HAL 203
81974,PHL,411,A,4,Advanced Ethical Theories,T,02:30 pm-06:10 pm,Facundo Martin Alonso (P),01/23-05/13,HAL 203
81970,PHL,420C,A,4,Philosophy of Language,MW,02:30 pm-04:20 pm,Michael Robert Hicks (P),01/23-05/13,HAL 203
81976,PHL,430D,A,4,The Pre-Socratics,MW,04:30 pm-06:20 pm,Pascal Massie (P),01/23-05/13,HAL 203
81975,PHL,511,A,4,Advanced Ethical Theories,T,02:30 pm-06:10 pm,Facundo Martin Alonso (P),01/23-05/13,HAL 203
81972,PHL,520C,A,4,Philosophy of Language,MW,02:30 pm-04:20 pm,Michael Robert Hicks (P),01/23-05/13,HAL 203
81978,PHL,530D,A,4,The Pre-Socratics,MW,04:30 pm-06:20 pm,Pascal Massie (P),01/23-05/13,HAL 203
71570,PHL,601,A,2,Teaching Philosophy,WF,11:30 am-12:25 pm,Elaine P. Miller (P),01/23-05/13,HAL 203
25979,PHL,610,A,4,Research Seminar,R,02:30 pm-06:10 pm,Gaile Pohlhaus (P),01/23-05/13,HAL 203
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
22340,PHY,101,A,3,Physics & Society,TR,02:30 pm-03:50 pm,Christopher Patrick Beer (P),01/23-05/13,KRG 319
22342,PHY,103,A,1,Concepts in Physics Laboratory,R,12:00 pm-01:50 pm,Jennifer Marie Blue (P),01/23-05/13,KRG 324
22343,PHY,103,B,1,Concepts in Physics Laboratory,R,02:00 pm-03:50 pm,Jennifer Marie Blue (P),01/23-05/13,KRG 324
27687,PHY,103,C,1,Concepts in Physics Laboratory,R,04:00 pm-05:50 pm,Jennifer Marie Blue (P),01/23-05/13,KRG 324
20996,PHY,103,D,1,Concepts in Physics Laboratory,R,06:00 pm-07:50 pm,Jennifer Marie Blue (P),01/23-05/13,KRG 324
22344,PHY,111,A,3,Astronomy and Space Physics,MW,01:00 pm-02:20 pm,Jennifer Marie Blue (P),01/23-05/13,KRG 319
22346,PHY,118,A,3,Intro To Atmospheric Science,TR,11:30 am-12:50 pm,Daniel Raymond Beck (P),01/23-05/13,KRG 319
70414,PHY,121,A,3,Energy & Environment,TR,01:00 pm-02:20 pm,Andrew Justin Hachtel (P),01/23-05/13,KRG 319
26167,PHY,131,A,3,Physics For Music,MWF,02:30 pm-03:25 pm,James P. Clemens (P),01/23-05/13,KRG 221
79768,PHY,162,A,4,Physics for Life Sci & Lab II,TR,09:00 am-11:15 am,Dilupama Ayeshani Divaratne (P),01/23-05/13,KRG 311
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,02/23-02/23,TBA
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,04/06-04/06,TBA
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,04/27-04/27,TBA
79769,PHY,162,B,4,Physics for Life Sci & Lab II,TR,11:30 am-01:45 pm,Dilupama Ayeshani Divaratne (P),01/23-05/13,KRG 311
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,02/23-02/23,TBA
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,04/06-04/06,TBA
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,04/27-04/27,TBA
79770,PHY,162,C,4,Physics for Life Sci & Lab II,TR,02:00 pm-04:15 pm,Dilupama Ayeshani Divaratne (P),01/23-05/13,KRG 311
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,02/23-02/23,TBA
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,04/06-04/06,TBA
,,,,,,R,08:00 pm-10:00 pm,Dilupama Ayeshani Divaratne,04/27-04/27,TBA
79771,PHY,191,A,5,General Physics with Lab I,MWF,12:00 pm-01:50 pm,Andrew Justin Hachtel (P),01/23-05/13,KRG 326
,,,,,,R,08:00 pm-10:00 pm,Andrew Justin Hachtel,02/16-02/16,TBA
,,,,,,R,08:00 pm-10:00 pm,Andrew Justin Hachtel,03/16-03/16,TBA
,,,,,,R,08:00 pm-10:00 pm,Andrew Justin Hachtel,04/20-04/20,TBA
79774,PHY,191,B,5,General Physics with Lab I,MWF,02:00 pm-03:50 pm,Andrew Justin Hachtel (P),01/23-05/13,KRG 326
,,,,,,R,08:00 pm-10:00 pm,Andrew Justin Hachtel,02/16-02/16,TBA
,,,,,,R,08:00 pm-10:00 pm,Andrew Justin Hachtel,03/16-03/16,TBA
,,,,,,R,08:00 pm-10:00 pm,Andrew Justin Hachtel,04/20-04/20,TBA
79777,PHY,192,A,5,General Physics with Lab II,MWF,08:00 am-09:50 am,Stephen G. Alexander (P),01/23-05/13,KRG 311
,,,,,,T,08:00 pm-10:00 pm,Stephen G. Alexander,02/14-02/14,TBA
,,,,,,T,08:00 pm-10:00 pm,Stephen G. Alexander,03/07-03/07,TBA
,,,,,,T,08:00 pm-10:00 pm,Stephen G. Alexander,04/11-04/11,TBA
79782,PHY,192,B,5,General Physics with Lab II,MWF,10:00 am-11:50 am,Daniel Raymond Beck (P),01/23-05/13,KRG 326
,,,,,,T,08:00 pm-10:00 pm,Daniel Raymond Beck,02/14-02/14,TBA
,,,,,,T,08:00 pm-10:00 pm,Daniel Raymond Beck,03/07-03/07,TBA
,,,,,,T,08:00 pm-10:00 pm,Daniel Raymond Beck,04/11-04/11,TBA
79783,PHY,192,C,5,General Physics with Lab II,MWF,10:00 am-11:50 am,Christopher Patrick Beer (P),01/23-05/13,KRG 311
,,,,,,T,08:00 pm-10:00 pm,Christopher Patrick Beer,02/14-02/14,TBA
,,,,,,T,08:00 pm-10:00 pm,Christopher Patrick Beer,03/07-03/07,TBA
,,,,,,T,08:00 pm-10:00 pm,Christopher Patrick Beer,04/11-04/11,TBA
79784,PHY,192,D,5,General Physics with Lab II,MWF,12:00 pm-01:50 pm,Christopher Patrick Beer (P),01/23-05/13,KRG 311
,,,,,,T,08:00 pm-10:00 pm,Christopher Patrick Beer,02/14-02/14,TBA
,,,,,,T,08:00 pm-10:00 pm,Christopher Patrick Beer,03/07-03/07,TBA
,,,,,,T,08:00 pm-10:00 pm,Christopher Patrick Beer,04/11-04/11,TBA
79785,PHY,192,E,5,General Physics with Lab II,MWF,02:00 pm-03:50 pm,Daniel Raymond Beck (P),01/23-05/13,KRG 311
,,,,,,T,08:00 pm-10:00 pm,Daniel Raymond Beck,02/14-02/14,TBA
,,,,,,T,08:00 pm-10:00 pm,Daniel Raymond Beck,03/07-03/07,TBA
,,,,,,T,08:00 pm-10:00 pm,Daniel Raymond Beck,04/11-04/11,TBA
81462,PHY,192H,A,5,General Physics with Lab II,MWF,08:00 am-09:50 am,Stephen G. Alexander (P),01/23-05/13,KRG 311
,,,,,,T,08:00 pm-10:00 pm,Stephen G. Alexander,02/14-02/14,TBA
,,,,,,T,08:00 pm-10:00 pm,Stephen G. Alexander,03/07-03/07,TBA
,,,,,,T,08:00 pm-10:00 pm,Stephen G. Alexander,04/11-04/11,TBA
22378,PHY,215,A,3,Physics By Inquiry,MWF,09:00 am-10:50 am,Jennifer Marie Blue (P),01/23-05/13,KRG 324
76472,PHY,282,A,3,Contemporary Physics II,MWF,08:55 am-09:50 am,Paul Kenji Urayama (P),01/23-05/13,KRG 221
22379,PHY,286,A,3,Intro/Computational Physics,TR,02:30 pm-03:50 pm,Karthik Vishwanath (P),01/23-05/13,KRG 326
76458,PHY,293,A,2,Contemporary Physics Lab,T,10:00 am-10:55 am,Mahmud Khan (P),01/23-05/13,KRG 227
,,,,,,T,12:00 pm-01:50 pm,Mahmud Khan,01/23-05/13,KRG 315
76459,PHY,293,B,2,Contemporary Physics Lab,T,10:00 am-10:55 am,Mahmud Khan (P),01/23-05/13,KRG 227
,,,,,,R,10:00 am-11:50 am,Mahmud Khan,01/23-05/13,KRG 315
76460,PHY,293,C,2,Contemporary Physics Lab,T,10:00 am-10:55 am,Mahmud Khan (P),01/23-05/13,KRG 227
,,,,,,R,12:00 pm-01:50 pm,Mahmud Khan,01/23-05/13,KRG 315
22384,PHY,311,A,3,Contemporary Astronomy,MWF,01:00 pm-01:55 pm,Stephen G. Alexander (P),01/23-05/13,KRG 227
22386,PHY,400,A,1,Physics Seminar,W,04:00 pm-05:20 pm,Samir Bali (P),01/23-05/13,KRG 221
81718,PHY,427,A,3,Nano Science Technology,TR,02:00 pm-03:50 pm,Khalid F. Eid (P),01/23-05/13,KRG 224
81719,PHY,430,A,4,Topics In Physics,TR,10:00 am-11:20 am,Paul Kenji Urayama (P); Karthik Vishwanath,01/23-05/13,KRG 224
,,,,,,R,12:00 pm-01:50 pm,Paul Kenji Urayama ; Karthik Vishwanath,01/23-05/13,KRG 234
81720,PHY,442,A,4,Spectroscopy-Atoms & Molecules,MWF,10:00 am-10:55 am,Burcin S. Bayram (P),01/23-05/13,KRG 224
,,,,,,W,01:00 pm-02:50 pm,Burcin S. Bayram,01/23-05/13,KRG 323
22389,PHY,461,A,4,Electromagnetic Theory,MWF,08:30 am-09:45 am,Perry R. Rice (P),01/23-05/13,KRG 224
81721,PHY,481,A,3,Gravitation and Spacetime,MWF,02:30 pm-03:25 pm,Perry R. Rice (P),01/23-05/13,KRG 224
27446,PHY,488A,A,3,Research Capstone In Physics,T,08:55 am-09:50 am,Burcin S. Bayram (P),01/23-05/13,KRG 317
22391,PHY,491,A,4,Intro to Quantum Mechanics I,MWF,11:30 am-12:45 pm,James P. Clemens (P),01/23-05/13,KRG 224
22392,PHY,500,A,1,Physics Seminar,W,04:00 pm-05:20 pm,Samir Bali (P),01/23-05/13,KRG 319
81724,PHY,527,A,3,Nano Science Technology,TR,02:00 pm-03:50 pm,Khalid F. Eid (P),01/23-05/13,KRG 224
81725,PHY,530,A,4,Topics In Physics,TR,10:00 am-11:20 am,Paul Kenji Urayama (P); Karthik Vishwanath,01/23-05/13,KRG 224
,,,,,,R,12:00 pm-01:50 pm,Paul Kenji Urayama ; Karthik Vishwanath,01/23-05/13,KRG 234
81726,PHY,542,A,4,Spectroscopy-Atoms & Molecules,MWF,10:00 am-10:55 am,Burcin S. Bayram (P),01/23-05/13,KRG 224
,,,,,,W,01:00 pm-02:50 pm,Burcin S. Bayram,01/23-05/13,KRG 323
22393,PHY,561,A,4,Electromagnetic Theory,MWF,08:30 am-09:45 am,Perry R. Rice (P),01/23-05/13,KRG 224
81727,PHY,581,A,3,Gravitation and Space Time,MWF,02:30 pm-03:25 pm,Perry R. Rice (P),01/23-05/13,KRG 224
25411,PHY,591,A,4,Intro to Quantum Mechanics I,MWF,11:30 am-12:45 pm,James P. Clemens (P),01/23-05/13,KRG 224
81722,PHY,671,A,4,Electromagnetism,MWF,08:30 am-09:45 am,Samir Bali (P),01/23-05/13,KRG 227
81723,PHY,692,A,4,Modern Quantum Physics,MWF,11:30 am-12:45 pm,Perry R. Rice (P),01/23-05/13,KRG 227
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
79484,POL,142,A,3,American Politics & Diversity,WF,10:00 am-11:20 am,Amanda L. Gillespie (P),01/23-05/13,HRN 111
81607,POL,142,B,3,American Politics & Diversity,MW,01:00 pm-02:20 pm,Nicole Kathleen Pankiewicz (P),01/23-05/13,HRN 111
68747,POL,201,A,3,Political Thinking,WF,08:30 am-09:50 am,Jeremy Fortier (P),01/23-05/13,HRN 302
79485,POL,201W,A,3,Political Thinking,WF,01:00 pm-02:20 pm,Ryan J. Barilleaux (P),01/23-05/13,HRN 202
22405,POL,221,A,3,Modern World Governments,MW,08:30 am-09:50 am,Venelin I. Ganev (P),01/23-05/13,HRN 304
79486,POL,221,B,3,Modern World Governments,MWF,01:00 pm-01:50 pm,Michael Christopher Marshall (P),01/23-05/13,HRN 304
76524,POL,221W,A,3,Modern World Governments,TR,01:00 pm-02:20 pm,Erica E. Edwards (P),01/23-05/13,HRN 109
82410,POL,221W,B,3,Modern World Governments,MWF,08:30 am-09:20 am,Michael Christopher Marshall (P),01/23-05/13,HRN 202
77948,POL,241,A,3,American Political System,MW,10:00 am-11:20 am,Matthew Barton Arbuckle (P),01/23-05/13,HRN 204
65434,POL,241,B,3,American Political System,TR,01:00 pm-02:20 pm,Rachel Marie Blum (P),01/23-05/13,HRN 204
65436,POL,241,C,3,American Political System,TR,08:30 am-09:50 am,Kelley Gree Littlepage (P),01/23-05/13,HRN 204
79487,POL,241,D,3,American Political System,WF,02:30 pm-03:50 pm,Tarah Foster Williams (P),01/23-05/13,HRN 210
77949,POL,241W,A,3,American Political System,WF,11:30 am-12:50 pm,Tarah Foster Williams (P),01/23-05/13,HRN 109
79489,POL,245,A,3,Political Economy,TR,10:00 am-11:20 am,Youn Ki (P),01/23-05/13,HRN 302
73564,POL,261,A,3,Public Administration,TR,11:30 am-12:50 pm,Matthew Barton Arbuckle (P),01/23-05/13,HRN 204
81611,POL,261W,A,3,Public Administration,TR,08:30 am-09:50 am,Mark H. Morris (P),01/23-05/13,HRN 012
22408,POL,271,A,3,World Politics,MW,02:30 pm-03:50 pm,Alexis Leanna Henshaw (P),01/23-05/13,HRN 204
73373,POL,271,B,3,World Politics,MW,04:00 pm-05:20 pm,Alexis Leanna Henshaw (P),01/23-05/13,HRN 304
69607,POL,271,C,3,World Politics,MWF,08:30 am-09:25 am,John M. Rothgeb (P),01/23-05/13,HRN 111
79513,POL,271W,A,3,World Politics,MW,02:30 pm-03:50 pm,Abdoulaye Saine (P),01/23-05/13,HRN 202
81742,POL,303,A,3,Modern Political Philosophy,TR,02:30 pm-03:50 pm,Brian F. Danoff (P),01/23-05/13,HRN 210
81612,POL,333W,A,3,Politics Of Western Europe,TR,04:00 pm-05:20 pm,Erica E. Edwards (P),01/23-05/13,HRN 202
77962,POL,344,A,3,The U.S. Congress,WF,11:30 am-12:50 pm,Bryan William Marshall (P),01/23-05/13,HRN 012
79716,POL,345J,A,3,Persuasion and Political News,T,06:00 pm-08:40 pm,Nicole Kathleen Pankiewicz (P),01/23-05/13,HRN 210
81613,POL,345N,A,3,Mod US Social & Econ Policy,TR,01:00 pm-02:20 pm,Joshua Michael Mound (P),01/23-05/13,HRN 012
81615,POL,345O,A,3,The First 100 Days,TR,11:30 am-12:50 pm,Christopher S. Kelley (P),01/23-05/13,HRN 302
81648,POL,345P,A,3,Government; Law; & Commerce,M,06:00 pm-08:40 pm,Brian Paul Muething (P),01/23-05/13,HRN 210
82213,POL,345Q,A,3,Politics of Race in America,WF,01:00 pm-02:20 pm,Amanda L. Gillespie (P),01/23-05/13,HRN 210
82316,POL,345R,A,3,The First Amendment,W,02:30 pm-05:10 pm,Bruce Inglis Petrie Jr. (P),01/23-05/13,HRN 109
81616,POL,346,A,3,Global Gender Politics,MW,11:30 am-12:50 pm,Alexis Leanna Henshaw (P),01/23-05/13,HRN 313
79536,POL,348,A,3,Gender Politics & Policy-U.S.,TR,04:00 pm-05:20 pm,Tarah Foster Williams (P),01/23-05/13,HRN 302
79537,POL,352,A,3,Constitutional Law & Politics,TR,02:30 pm-03:50 pm,Kelley Gree Littlepage (P),01/23-05/13,HRN 313
81728,POL,353W,A,3,Constitutionl Rights&Liberties,WF,02:30 pm-03:50 pm,Jeremy Fortier (P),01/23-05/13,HRN 313
81618,POL,355W,A,3,Public Opinion,MW,04:00 pm-05:20 pm,Nicole Kathleen Pankiewicz (P),01/23-05/13,HRN 202
66802,POL,356,A,3,Mass Media And Politics,MW,11:30 am-12:50 pm,Christopher S. Kelley (P),01/23-05/13,HRN 302
79579,POL,358,A,3,Political Parties,TR,04:00 pm-05:20 pm,Rachel Marie Blum (P),01/23-05/13,HRN 210
79714,POL,361,A,3,Nonprofits: Politics & Policy,TR,01:00 pm-02:20 pm,Amber Rae Overholser (P),01/23-05/13,HRN 210
81619,POL,362,A,3,Public Management; Leadership,MW,08:30 am-09:50 am,Mark H. Morris (P),01/23-05/13,HRN 210
69618,POL,363,A,3,Adminstrative Law,WF,10:00 am-11:20 am,Ryan J. Barilleaux (P),01/23-05/13,HRN 302
73380,POL,373,C,3,American Foreign Policy,WF,01:00 pm-02:20 pm,Patrick J. Haney (P),01/23-05/13,HRN 204
79715,POL,379,A,3,Crisis: U.S.-Iranian Relations,MW,04:00 pm-05:20 pm,Matthew H. Wahlert (P),01/23-05/13,HRN 210
77972,POL,387W,A,3,International Security Issues,TR,10:00 am-11:20 am,Laura J. Neack (P),01/23-05/13,HRN 313
82073,POL,389,A,3,Intl Political Economy,MW,10:00 am-11:20 am,Abdoulaye Saine (P),01/23-05/13,HRN 210
22430,POL,406,A,2,Public Policy Analysis Lab,T,01:00 pm-02:50 pm,Philip A. Russo (P),01/23-05/13,HRN 202
65448,POL,440,A,3,Havighurst Colloquium,MW,11:30 am-12:50 pm,Venelin I. Ganev (P),01/23-05/13,HRN 209
76544,POL,459E,A,3,The American Agenda,MW,02:30 pm-03:50 pm,Christopher S. Kelley (P),01/23-05/13,HRN 209
79589,POL,459F,A,3,Political Eco of Am Finance,TR,02:30 pm-03:50 pm,Youn Ki (P),01/23-05/13,HRN 209
81624,POL,459X,A,3,Judicial Politics,TR,10:00 am-11:20 am,Kelley Gree Littlepage (P),01/23-05/13,HRN 209
78567,POL,460B,A,3,Women in Public Administration,TR,08:30 am-09:50 am,Amber Rae Overholser (P),01/23-05/13,HRN 202
81625,POL,460E,A,3,Pol Env Mgt & Sustainability,MW,04:00 pm-05:20 pm,Matthew Barton Arbuckle (P),01/23-05/13,HRN 313
22434,POL,466,A,3,Public Policy Analysis,TR,11:30 am-12:50 pm,Philip A. Russo (P),01/23-05/13,HRN 202
81627,POL,468,A,3,Public Personnel Admnistration,WF,10:00 am-11:20 am,Amber Rae Overholser (P),01/23-05/13,HRN 202
78468,POL,471C,A,3,American Trade Policy,WF,10:00 am-11:20 am,John M. Rothgeb (P),01/23-05/13,HRN 109
81630,POL,471D,A,3,Civil Wars,MW,11:30 am-12:50 pm,Michael Christopher Marshall (P),01/23-05/13,HRN 210
65456,POL,540,A,3,Havighurst Colloquium,MW,11:30 am-12:50 pm,Venelin I. Ganev (P),01/23-05/13,HRN 209
76676,POL,559E,A,3,The American Agenda,MW,02:30 pm-03:50 pm,Christopher S. Kelley (P),01/23-05/13,HRN 209
79609,POL,559F,A,3,Political Eco of Am Finance,TR,02:30 pm-03:50 pm,Youn Ki (P),01/23-05/13,HRN 209
81637,POL,559X,A,3,Judicial Politics,TR,10:00 am-11:20 am,Kelley Gree Littlepage (P),01/23-05/13,HRN 209
79712,POL,560B,A,3,Women in Public Administration,TR,08:30 am-09:50 am,Amber Rae Overholser (P),01/23-05/13,HRN 202
81641,POL,560E,A,3,Pol Env Mgt & Sustainability,MW,04:00 pm-05:20 pm,Matthew Barton Arbuckle (P),01/23-05/13,HRN 313
78479,POL,566,A,3,Public Policy Analysis,TR,11:30 am-12:50 pm,Philip A. Russo (P),01/23-05/13,HRN 202
81642,POL,568,A,3,Public Personnel Admnistration,WF,10:00 am-11:20 am,Amber Rae Overholser (P),01/23-05/13,HRN 202
78469,POL,571C,A,3,American Trade Policy,WF,10:00 am-11:20 am,John M. Rothgeb (P),01/23-05/13,HRN 109
81644,POL,571D,A,3,Civil Wars,MW,11:30 am-12:50 pm,Michael Christopher Marshall (P),01/23-05/13,HRN 210
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
70382,POR,204,A,3,Brazil through Music,WF,02:30 pm-03:50 pm,Paula Alexandra Gandara (P),01/23-05/13,IRV 126
75285,POR,211,B,4,Intermediate Portuguese,W,04:00 pm-04:55 pm,Paula Alexandra Gandara (P),01/23-05/13,IRV 024
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
82046,PLW,101,A,1,Exploring Careers in Law I,W,02:30 pm-03:25 pm,Maria P. Vitullo (P),01/23-05/13,HRN 012
82047,PLW,101,B,1,Exploring Careers in Law I,W,02:30 pm-03:25 pm,Elizabeth W. Zimmerman (P),01/23-05/13,HRN 111
82048,PLW,301,A,3,Current Issues in Law; Ethics,MW,10:00 am-11:20 am,Elizabeth W. Zimmerman (P),01/23-05/13,UPH 389
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
75057,PMD,301,TA,1,Careers in Medicine,F,02:30 pm-04:35 pm,Robert Andrew Balfour (P),01/30-03/17,LWS 100
,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
22472,PSY,111,A,3,Introduction to Psychology,MWF,10:00 am-10:55 am,Li Zhou (P),01/23-05/13,PSYC 125
22473,PSY,111,B,3,Introduction to Psychology,MW,04:00 pm-05:20 pm,Brooke R. Cropenbaker (P),01/23-05/13,PSYC 125
