CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
65070,ACE,113,F,O,4,Reading Writing Acad Contexts,MWF,11:30 am-12:45 pm,Irena Kola (P),08/29-12/10,BAC 134
,,,,,,,W,12:45 pm-02:45 pm,Irena Kola,12/14-12/14,BAC 134
65071,ACE,113,G,O,4,Reading Writing Acad Contexts,MWF,08:30 am-09:45 am,Miranda Paige Rowe (P),08/29-12/10,UPH 229
,,,,,,,F,08:00 am-10:00 am,Miranda Paige Rowe,12/16-12/16,UPH 229
66756,ACE,113,J,O,4,Reading Writing Acad Contexts,MWF,04:00 pm-05:15 pm,Jessica Lynn Harbaum (P),08/29-12/10,BAC 114
,,,,,,,W,03:00 pm-05:00 pm,Jessica Lynn Harbaum,12/14-12/14,BAC 114
66757,ACE,113,K,O,4,Reading Writing Acad Contexts,MWF,02:30 pm-03:45 pm,Ilknur Eginli (P),08/29-12/10,KRG 227
,,,,,,,M,03:00 pm-05:00 pm,Ilknur Eginli,12/12-12/12,KRG 227
69811,ACE,113,L,O,4,Reading Writing Acad Contexts,MWF,02:30 pm-03:45 pm,Ling He (P),08/29-12/10,HUG 158
,,,,,,,M,03:00 pm-05:00 pm,Ling He,12/12-12/12,HUG 158
66947,ACE,113,M,O,4,Reading Writing Acad Contexts,MWF,10:00 am-11:15 am,Larysa Bobrova (P),08/29-12/10,KRG 213
,,,,,,,W,10:15 am-12:15 pm,Larysa Bobrova,12/14-12/14,KRG 213
66948,ACE,113,N,O,4,Reading Writing Acad Contexts,MWF,01:00 pm-02:15 pm,Juhi Kim (P),08/29-12/10,PBD 031
,,,,,,,M,12:45 pm-02:45 pm,Juhi Kim,12/12-12/12,PBD 031
66949,ACE,113,O,O,4,Reading Writing Acad Contexts,MWF,04:00 pm-05:15 pm,Kyung Min Kim (P),08/29-12/10,PBD 024
,,,,,,,W,03:00 pm-05:00 pm,Kyung Min Kim,12/14-12/14,PBD 024
66950,ACE,113,P,O,4,Reading Writing Acad Contexts,MWF,04:00 pm-05:15 pm,Ling He (P),08/29-12/10,BAC 134
,,,,,,,W,03:00 pm-05:00 pm,Ling He,12/14-12/14,BAC 134
66951,ACE,113,Q,O,4,Reading Writing Acad Contexts,MWF,01:00 pm-02:15 pm,Richmond Solomon Kwesi Dzekoe (P),08/29-12/10,PBD 407
,,,,,,,M,12:45 pm-02:45 pm,Richmond Solomon Kwesi Dzekoe,12/12-12/12,PBD 407
67939,ACE,113,R,O,4,Reading Writing Acad Contexts,MWF,02:30 pm-03:45 pm,Richmond Solomon Kwesi Dzekoe (P),08/29-12/10,PBD 407
,,,,,,,M,03:00 pm-05:00 pm,Richmond Solomon Kwesi Dzekoe,12/12-12/12,PBD 407
67940,ACE,113,S,O,4,Reading Writing Acad Contexts,MWF,01:00 pm-02:15 pm,Ling He (P),08/29-12/10,PSYC 134
,,,,,,,M,12:45 pm-02:45 pm,Ling He,12/12-12/12,PSYC 134
67941,ACE,113,T,O,4,Reading Writing Acad Contexts,MWF,04:00 pm-05:15 pm,Ilknur Eginli (P),08/29-12/10,KRG 207
,,,,,,,W,03:00 pm-05:00 pm,Ilknur Eginli,12/14-12/14,KRG 207
67942,ACE,113,U,O,4,Reading Writing Acad Contexts,MWF,11:30 am-12:45 pm,Ilknur Eginli (P),08/29-12/10,KRG 319
,,,,,,,W,12:45 pm-02:45 pm,Ilknur Eginli,12/14-12/14,KRG 319
67943,ACE,113,V,O,4,Reading Writing Acad Contexts,MWF,01:00 pm-02:15 pm,Irena Kola (P),08/29-12/10,KRG 207
,,,,,,,M,12:45 pm-02:45 pm,Irena Kola,12/12-12/12,KRG 207
67944,ACE,113,W,O,4,Reading Writing Acad Contexts,MWF,02:30 pm-03:45 pm,Kyung Min Kim (P),08/29-12/10,BOY 228
,,,,,,,M,03:00 pm-05:00 pm,Kyung Min Kim,12/12-12/12,BOY 228
67945,ACE,113,X,O,4,Reading Writing Acad Contexts,MWF,04:00 pm-05:15 pm,Clyde Joseph Sorell (P),08/29-12/10,BAC 250
,,,,,,,W,03:00 pm-05:00 pm,Clyde Joseph Sorell,12/14-12/14,BAC 250
67946,ACE,113,Y,O,4,Reading Writing Acad Contexts,MWF,11:30 am-12:45 pm,Larysa Bobrova (P),08/29-12/10,EGB 162
,,,,,,,W,12:45 pm-02:45 pm,Larysa Bobrova,12/14-12/14,EGB 162
67947,ACE,113,Z,O,4,Reading Writing Acad Contexts,MWF,11:30 am-12:45 pm,Jessica Dianna Downey (P),08/29-12/10,PBD 029
,,,,,,,W,12:45 pm-02:45 pm,Jessica Dianna Downey,12/14-12/14,PBD 029
68780,ACE,113,AA,O,4,Reading Writing Acad Contexts,MWF,04:00 pm-05:15 pm,Richmond Solomon Kwesi Dzekoe (P),08/29-12/10,BAC 254
,,,,,,,W,03:00 pm-05:00 pm,Richmond Solomon Kwesi Dzekoe,12/14-12/14,BAC 254
68781,ACE,113,AB,O,4,Reading Writing Acad Contexts,MWF,04:00 pm-05:15 pm,Juhi Kim (P),08/29-12/10,BAC 055
,,,,,,,W,03:00 pm-05:00 pm,Juhi Kim,12/14-12/14,BAC 055
65285,ACE,113,M A,M,4,Reading Writing Acad Contexts,MTWRF,09:00 am-10:30 am,Kathryn Ann Vogel (P),08/29-12/10,JHN 104
,,,,,,,M,08:00 am-10:00 am,Kathryn Ann Vogel,12/12-12/12,JHN 104
66230,ACE,113,M B,M,4,Reading Writing Acad Contexts,MTWRF,09:00 am-10:30 am,Jerry Wayne Martin (P),08/29-12/10,JHN 108
,,,,,,,M,08:00 am-10:00 am,Jerry Wayne Martin,12/12-12/12,JHN 108
67695,ACE,113,M C,M,4,Reading Writing Acad Contexts,MTWRF,09:00 am-10:30 am,Ekaterina Vladimirovna Gay (P),08/29-12/10,THH 107
,,,,,,,M,08:00 am-10:00 am,Ekaterina Vladimirovna Gay,12/12-12/12,THH 107
66892,ACE,212,UA,O,3,Adv Comm Strategies II,MWF,05:30 pm-07:35 pm,Ryan Wright (P),10/26-12/10,BAC 151
69812,ACE,310G,A,O,3,Practical English Grammar,TR,02:30 pm-03:50 pm,Irena Kola (P),08/29-12/10,BAC 108
,,,,,,,R,03:00 pm-05:00 pm,Irena Kola,12/15-12/15,BAC 108
70430,ACE,310J,M A,M,3,Elements of Debate,MTWRF,02:00 pm-03:30 pm,Jessica H. Long (P),08/29-12/10,JHN 010
,,,,,,,M,02:45 pm-04:45 pm,Jessica H. Long,12/12-12/12,JHN 010
70431,ACE,310J,M B,M,3,Elements of Debate,MTWRF,02:00 pm-03:30 pm,"Jerry Wayne Martin (P), Ekaterina Vladimirovna Gay",08/29-12/10,JHN 120
,,,,,,,M,02:45 pm-04:45 pm,Jerry Wayne Martin,12/12-12/12,JHN 120
70432,ACE,310J,M C,M,3,Elements of Debate,MTWRF,02:00 pm-03:30 pm,TBA,08/29-12/10,THH 001
,,,,,,,M,02:45 pm-04:45 pm,TBA,12/12-12/12,THH 001
65492,ACE,612,A,O,5,Advanced Comm Strategies,MWF,08:30 am-09:45 am,Ebru Dirsel Duffield (P),08/29-12/10,BAC 151
,,,,,,,M,06:00 pm-07:30 pm,TBA,08/29-12/10,BAC 112
,,,,,,,F,08:00 am-10:00 am,Ebru Dirsel Duffield,12/16-12/16,BAC 151
70704,ACE,612,B,O,5,Advanced Comm Strategies,MWF,01:00 pm-02:15 pm,Ebru Dirsel Duffield (P),08/29-12/10,BAC 154
,,,,,,,M,06:00 pm-07:30 pm,TBA,08/29-12/10,BAC 114
,,,,,,,M,12:45 pm-02:45 pm,Ebru Dirsel Duffield,12/12-12/12,BAC 154
65495,ACE,613,A,O,4,Advanced Reading and Writing,MWF,10:00 am-11:15 am,Jessica Dianna Downey (P),08/29-12/10,BOY 228
,,,,,,,W,10:15 am-12:15 pm,Jessica Dianna Downey,12/14-12/14,BOY 228
70705,ACE,613,B,O,4,Advanced Reading and Writing,MWF,11:30 am-12:45 pm,Irena Kola (P),08/29-12/10,BAC 134
,,,,,,,W,12:45 pm-02:45 pm,Irena Kola,12/14-12/14,BAC 134
65493,ACE,619,A,O,2,Adv Speaking and Presenting,TR,01:00 pm-01:55 pm,Dale William Ehrlich (P),08/29-12/10,BAC 151
,,,,,,,T,12:45 pm-02:45 pm,Dale William Ehrlich,12/13-12/13,BAC 151
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
66819,AMS,183,HTA,H,3,Images of America,,TBA,Lori L. Parks (P),09/06-10/24,WEB
56024,AMS,205,A,O,3,Intro to American Cultures,MWF,08:30 am-09:25 am,Eric Covey (P),08/29-12/10,UPH 361
,,,,,,,F,08:00 am-10:00 am,Eric Covey,12/16-12/16,UPH 361
56025,AMS,205,B,O,3,Intro to American Cultures,MWF,10:00 am-10:55 am,Eric Covey (P),08/29-12/10,GAR 153
,,,,,,,W,10:15 am-12:15 pm,Eric Covey,12/14-12/14,GAR 153
67082,AMS,205,C,O,3,Intro to American Cultures,MW,11:30 am-12:50 pm,Helen Diana Sheumaker (P),08/29-12/10,UPH 298
,,,,,,,W,12:45 pm-02:45 pm,Helen Diana Sheumaker,12/14-12/14,UPH 298
56807,AMS,205,D,O,3,Intro to American Cultures,MWF,01:00 pm-01:55 pm,Laurel Recker (P),08/29-12/10,MMH 212
,,,,,,,M,12:45 pm-02:45 pm,Laurel Recker,12/12-12/12,MMH 212
66510,AMS,205,F,O,3,Intro to American Cultures,TR,08:30 am-09:50 am,Allison Lynn Wanger (P),08/29-12/10,UPH 258
,,,,,,,R,08:00 am-10:00 am,Allison Lynn Wanger,12/15-12/15,UPH 258
68440,AMS,205,G,O,3,Intro to American Cultures,TR,10:00 am-11:20 am,Allison Lynn Wanger (P),08/29-12/10,UPH 258
,,,,,,,T,10:15 am-12:15 pm,Allison Lynn Wanger,12/13-12/13,UPH 258
68560,AMS,205,H,O,3,Intro to American Cultures,TR,11:30 am-12:50 pm,Allison Lynn Wanger (P),08/29-12/10,UPH 258
,,,,,,,R,12:45 pm-02:45 pm,Allison Lynn Wanger,12/15-12/15,UPH 258
56026,AMS,206,A,O,3,Approaches to American Culture,TR,10:00 am-11:20 am,Marguerite S. Shaffer (P),08/29-12/10,UPH 163
,,,,,,,T,10:15 am-12:15 pm,Marguerite S. Shaffer,12/13-12/13,UPH 163
61307,AMS,207,A,O,3,America: Global-Intercultural,MWF,11:30 am-12:25 pm,Eric Covey (P),08/29-12/10,UPH 258
,,,,,,,W,12:45 pm-02:45 pm,Eric Covey,12/14-12/14,UPH 258
61306,AMS,207,B,O,3,America: Global-Intercultural,MWF,02:30 pm-03:25 pm,Laurel Recker (P),08/29-12/10,UPH 249
,,,,,,,M,03:00 pm-05:00 pm,Laurel Recker,12/12-12/12,UPH 249
65036,AMS,207,C,O,3,America: Global-Intercultural,MWF,04:00 pm-04:55 pm,Laurel Recker (P),08/29-12/10,PSYC 131
,,,,,,,W,03:00 pm-05:00 pm,Laurel Recker,12/14-12/14,PSYC 131
67083,AMS,207,D,O,3,America: Global-Intercultural,TR,10:00 am-11:20 am,Oana Godeanu-Kenworthy (P),08/29-12/10,UPH 312
,,,,,,,T,10:15 am-12:15 pm,Oana Godeanu-Kenworthy,12/13-12/13,UPH 312
67084,AMS,207,E,O,3,America: Global-Intercultural,TR,08:30 am-09:50 am,Oana Godeanu-Kenworthy (P),08/29-12/10,UPH 312
,,,,,,,R,08:00 am-10:00 am,Oana Godeanu-Kenworthy,12/15-12/15,UPH 312
70157,AMS,207,H A,H,3,America: Global-Intercultural,TR,02:30 pm-03:50 pm,Helen Louise Davis (P),08/29-12/10,PHE 304
,,,,,,,R,02:45 pm-04:45 pm,Helen Louise Davis,12/15-12/15,PHE 304
69608,AMS,207H,A,O,3,America - A Global Context-Hon,TR,11:30 am-12:50 pm,Sandra Lee Garner (P),08/29-12/10,MMH 114
,,,,,,,R,12:45 pm-02:45 pm,Sandra Lee Garner,12/15-12/15,MMH 114
64648,AMS,211,A,O,3,Writing with Purpose,MWF,10:00 am-10:55 am,Nicolyn V Woodcock (P),08/29-12/10,UPH 209
,,,,,,,W,10:15 am-12:15 pm,Nicolyn V Woodcock,12/14-12/14,UPH 209
69562,AMS,216,A,O,3,Introduction to Public History,MW,01:00 pm-02:20 pm,Helen Diana Sheumaker (P),08/29-12/10,UPH 312
,,,,,,,M,12:45 pm-02:45 pm,Helen Diana Sheumaker,12/12-12/12,UPH 312
69643,AMS,222,A,O,3,Italian American Culture,TR,01:00 pm-02:20 pm,Daniele Fioretti (P),08/29-12/10,KRG 221
,,,,,,,T,07:30 pm-10:30 pm,TBA,08/29-12/10,IRV 040
,,,,,,,T,12:45 pm-02:45 pm,Daniele Fioretti,12/13-12/13,KRG 221
69869,AMS,241,A,O,3,Religions Of American Peoples,WF,01:00 pm-02:20 pm,John-Charles Duffy (P),08/29-12/10,UPH 255
,,,,,,,M,12:45 pm-02:45 pm,John-Charles Duffy,12/12-12/12,UPH 255
69944,AMS,248,H A,H,3,Asian American Literature,TR,05:30 pm-06:50 pm,Madhudaya Sinha (P),08/29-12/10,MOS 208
,,,,,,,T,05:00 pm-07:00 pm,Madhudaya Sinha,12/13-12/13,MOS 208
70238,AMS,278,A,O,4,Food Studies & Food Systems,TR,01:00 pm-02:20 pm,Marguerite S. Shaffer (P),08/29-12/10,UPH 364
,,,,,,,W,02:00 pm-03:50 pm,TBA,08/29-12/10,MCG 422
,,,,,,,T,12:45 pm-02:45 pm,Marguerite S. Shaffer,12/13-12/13,UPH 364
70239,AMS,278,B,O,4,Food Studies & Food Systems,TR,01:00 pm-02:20 pm,Marguerite S. Shaffer (P),08/29-12/10,UPH 364
,,,,,,,F,10:00 am-11:50 am,TBA,08/29-12/10,UPH 167
,,,,,,,T,12:45 pm-02:45 pm,Marguerite S. Shaffer,12/13-12/13,UPH 364
70240,AMS,278,C,O,4,Food Studies & Food Systems,TR,01:00 pm-02:20 pm,Marguerite S. Shaffer (P),08/29-12/10,UPH 364
,,,,,,,F,12:00 pm-01:50 pm,TBA,08/29-12/10,MCG 119
,,,,,,,T,12:45 pm-02:45 pm,Marguerite S. Shaffer,12/13-12/13,UPH 364
54915,AMS,301,A,O,3,American Identities,TR,02:30 pm-03:50 pm,Sandra Lee Garner (P),08/29-12/10,UPH 365
,,,,,,,R,03:00 pm-05:00 pm,Sandra Lee Garner,12/15-12/15,UPH 365
69561,AMS,303,QA,O,3,Consumer Culture,TR,02:30 pm-04:05 pm,Carolyn Frances Richter Hardin (P),09/12-12/10,MCG 224
,,,,,,,R,03:00 pm-05:00 pm,Carolyn Frances Richter Hardin,12/15-12/15,MCG 224
66908,AMS,305,A,O,3,American Icons,TR,11:30 am-12:50 pm,Oana Godeanu-Kenworthy (P),08/29-12/10,UPH 312
,,,,,,,R,12:45 pm-02:45 pm,Oana Godeanu-Kenworthy,12/15-12/15,UPH 312
69522,AMS,357,A,O,3,Gilded Age America,MW,11:30 am-12:50 pm,Andrew Offenburger (P),08/29-12/10,UPH 365
,,,,,,,W,12:45 pm-02:45 pm,Andrew Offenburger,12/14-12/14,UPH 365
57609,AMS,401,A,O,4,Senior Cap In American Studies,TR,04:00 pm-05:50 pm,Sheila L. Croucher (P),08/29-12/10,SHD 237
,,,,,,,T,03:00 pm-05:00 pm,Sheila L. Croucher,12/13-12/13,SHD 237
70270,AMS,405A,A,O,3,Medicine and the Humanities,MW,02:30 pm-03:50 pm,"Kimberly A. Hamlin (P), Cynthia Klestinec",08/29-12/10,ART 103
,,,,,,,M,03:00 pm-05:00 pm,Kimberly A. Hamlin,12/12-12/12,ART 103
65788,AMS,435,A,O,3,Public History Practicum,MW,04:00 pm-05:20 pm,Helen Diana Sheumaker (P),08/29-12/10,UPH 226
,,,,,,,W,03:00 pm-05:00 pm,Helen Diana Sheumaker,12/14-12/14,UPH 226
70354,AMS,450A,L T,L,3,Dev: Advanced Pol Geography,M,01:45 pm-03:00 pm,Damon Scott (P),08/29-10/28,CHA 003
,,,,,,,W,03:30 pm-04:45 pm,Damon Scott,08/29-10/28,CHA 003
,,,,,,,F,10:45 am-12:00 pm,Damon Scott,08/29-10/28,CHA 003
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cmp,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location
63957,ATH,145,A,O,3,Lost Cities/Ancient Civs,MW,04:00 pm-05:20 pm,Jeb Joseph Card (P),08/29-12/10,UPH 298
,,,,,,,W,03:00 pm-05:00 pm,Jeb Joseph Card,12/14-12/14,UPH 298
69273,ATH,145,B,O,3,Lost Cities/Ancient Civs,WF,01:00 pm-02:20 pm,Jeb Joseph Card (P),08/29-12/10,UPH 298
,,,,,,,M,12:45 pm-02:45 pm,Jeb Joseph Card,12/12-12/12,UPH 298
64140,ATH,145,H A,H,3,Lost Cities/Ancient Civs,TR,11:30 am-12:50 pm,Perry L. Gnivecki (P),08/29-12/10,WCC 202
,,,,,,,R,10:15 am-12:15 pm,Perry L. Gnivecki,12/15-12/15,WCC 202
68242,ATH,145H,H A,H,3,Lost Cities/Ancient Civs,TR,11:30 am-12:50 pm,Perry L. Gnivecki (P),08/29-12/10,WCC 202
,,,,,,,R,10:15 am-12:15 pm,Perry L. Gnivecki,12/15-12/15,WCC 202
10357,ATH,155,A,O,4,Introduction to Anthropology,TR,02:30 pm-04:20 pm,Clara JoAnn Scarry (P),08/29-12/10,UPH 298
,,,,,,,R,03:00 pm-05:00 pm,Clara JoAnn Scarry,12/15-12/15,UPH 298
51309,ATH,155,H A,H,4,Introduction to Anthropology,MW,11:00 am-12:50 pm,Perry L. Gnivecki (P),08/29-12/10,WCC 206
,,,,,,,W,10:15 am-12:15 pm,Perry L. Gnivecki,12/14-12/14,WCC 206
53583,ATH,175,A,O,3,Peoples Of The World,MWF,11:30 am-12:25 pm,Mark Allen Peterson (P),08/29-12/10,LWS 100
,,,,,,,W,12:45 pm-02:45 pm,Mark Allen Peterson,12/14-12/14,LWS 100
70529,ATH,175,B,O,3,Peoples Of The World,TR,01:00 pm-02:20 pm,Homayun Sidky (P),08/29-12/10,UPH 298
,,,,,,,T,12:45 pm-02:45 pm,Homayun Sidky,12/13-12/13,UPH 298
70581,ATH,175,C,O,3,Peoples Of The World,TR,08:30 am-09:50 am,Homayun Sidky (P),08/29-12/10,UPH 002
,,,,,,,R,08:00 am-10:00 am,Homayun Sidky,12/15-12/15,UPH 002
17425,ATH,175,H A,H,3,Peoples Of The World,TR,10:00 am-11:20 am,Erika Denise Nelson (P),08/29-12/10,MOS 208
,,,,,,,T,10:15 am-12:15 pm,Erika Denise Nelson,12/13-12/13,MOS 208
57960,ATH,175,H B,H,3,Peoples Of The World,TR,08:30 am-09:50 am,Erika Denise Nelson (P),08/29-12/10,MOS 220
,,,,,,,T,08:00 am-10:00 am,Erika Denise Nelson,12/13-12/13,MOS 220
66392,ATH,175,H C,H,3,Peoples Of The World,TR,01:00 pm-02:20 pm,Erika Denise Nelson (P),08/29-12/10,MOS 220
,,,,,,,R,12:30 pm-02:30 pm,Erika Denise Nelson,12/15-12/15,MOS 220
16538,ATH,175,M A,M,3,Peoples Of The World,MW,10:00 am-11:20 am,John Philip Rode Schaefer (P),08/29-12/10,JHN 115
,,,,,,,M,10:15 am-12:15 pm,John Philip Rode Schaefer,12/12-12/12,JHN 115
68619,ATH,180F,A,O,3,Great Ape Biology & Behavior,MW,01:00 pm-02:20 pm,Linda F. Marchant (P),08/29-12/10,UPH 180B
,,,,,,,M,12:45 pm-02:45 pm,Linda F. Marchant,12/12-12/12,UPH 180B
59596,ATH,185,A,O,3,Cultural Diversity in the US,TR,10:00 am-11:20 am,James S. Bielo (P),08/29-12/10,UPH 298
,,,,,,,T,10:15 am-12:15 pm,James S. Bielo,12/13-12/13,UPH 298
65990,ATH,185,B,O,3,Cultural Diversity in the US,MWF,04:00 pm-04:55 pm,Summer J. Wood (P),08/29-12/10,UPH 071
,,,,,,,W,03:00 pm-05:00 pm,Summer J. Wood,12/14-12/14,UPH 071
67828,ATH,185,C,O,3,Cultural Diversity in the US,MW,10:00 am-11:20 am,Leighton C. Peterson (P),08/29-12/10,UPH 002
,,,,,,,W,10:15 am-12:15 pm,Leighton C. Peterson,12/14-12/14,UPH 002
65853,ATH,185,H A,H,3,Cultural Diversity in the US,M,07:00 pm-09:50 pm,John Manning Cinnamon (P),08/29-12/10,WCC 206
,,,,,,,M,07:15 pm-09:15 pm,John Manning Cinnamon,12/12-12/12,WCC 206
63465,ATH,185H,A,O,3,Cultural Diversity in the US,MW,01:00 pm-02:20 pm,Summer J. Wood (P),08/29-12/10,UPH 071
,,,,,,,M,12:45 pm-02:45 pm,Summer J. Wood,12/12-12/12,UPH 071
66641,ATH,206,C,O,3,Introduction to Latin America,TR,04:00 pm-05:20 pm,Maria del Socorro Moreno (P),08/29-12/10,UPH 365
,,,,,,,T,03:00 pm-05:00 pm,Maria del Socorro Moreno,12/13-12/13,UPH 365
69329,ATH,212,A,O,4,Archaeological Theory/Methods,MW,08:30 am-09:50 am,Jeb Joseph Card (P),08/29-12/10,UPH 071
,,,,,,,F,08:30 am-09:25 am,TBA,08/29-12/10,UPH 180A
,,,,,,,F,08:00 am-10:00 am,Jeb Joseph Card,12/16-12/16,UPH 071
69331,ATH,212,B,O,4,Archaeological Theory/Methods,MW,08:30 am-09:50 am,Jeb Joseph Card (P),08/29-12/10,UPH 071
,,,,,,,F,10:00 am-10:55 am,TBA,08/29-12/10,UPH 180A
,,,,,,,F,08:00 am-10:00 am,Jeb Joseph Card,12/16-12/16,UPH 071
58366,ATH,231,A,O,4,Foundations of Cultural Anthro,MW,02:30 pm-03:50 pm,Summer J. Wood (P),08/29-12/10,UPH 180C
,,,,,,,F,02:30 pm-03:25 pm,TBA,08/29-12/10,UPH 180C
,,,,,,,M,03:00 pm-05:00 pm,Summer J. Wood,12/12-12/12,UPH 180C
63936,ATH,231,B,O,4,Foundations of Cultural Anthro,MW,02:30 pm-03:50 pm,Summer J. Wood (P),08/29-12/10,UPH 180C
,,,,,,,F,11:30 am-12:25 pm,TBA,08/29-12/10,UPH 180C
,,,,,,,M,03:00 pm-05:00 pm,Summer J. Wood,12/12-12/12,UPH 180C
57959,ATH,231,H A,H,4,Foundations of Cultural Anthro,MWF,10:00 am-11:20 am,John Manning Cinnamon (P),08/29-12/10,MOS 222
,,,,,,,M,10:15 am-12:15 pm,John Manning Cinnamon,12/12-12/12,MOS 222
57754,ATH,231,M A,M,4,Foundations of Cultural Anthro,T,05:30 pm-09:25 pm,John Philip Rode Schaefer (P),08/29-12/10,JHN 115
,,,,,,,T,05:00 pm-07:00 pm,John Philip Rode Schaefer,12/13-12/13,JHN 115
66083,ATH,235,A,O,3,The Anthropological Other,TR,08:30 am-09:50 am,Yang Jiao (P),08/29-12/10,BAC 108
,,,,,,,R,08:00 am-10:00 am,Yang Jiao,12/15-12/15,BAC 108
67048,ATH,235,B,O,3,The Anthropological Other,TR,10:00 am-11:20 am,Yang Jiao (P),08/29-12/10,BAC 108
,,,,,,,T,10:15 am-12:15 pm,Yang Jiao,12/13-12/13,BAC 108
67830,ATH,235,C,O,3,The Anthropological Other,TR,04:00 pm-05:20 pm,Yang Jiao (P),08/29-12/10,BAC 138
,,,,,,,T,03:00 pm-05:00 pm,Yang Jiao,12/13-12/13,BAC 138
10364,ATH,255,A,O,4,Found Of Biological Anthro,TR,11:30 am-12:50 pm,Clara JoAnn Scarry (P),08/29-12/10,UPH 071
,,,,,,,F,10:00 am-10:55 am,TBA,08/29-12/10,UPH 180B
,,,,,,,R,12:45 pm-02:45 pm,Clara JoAnn Scarry,12/15-12/15,UPH 071
62879,ATH,255,B,O,4,Found Of Biological Anthro,TR,11:30 am-12:50 pm,Clara JoAnn Scarry (P),08/29-12/10,UPH 071
,,,,,,,F,11:30 am-12:25 pm,TBA,08/29-12/10,UPH 180B
,,,,,,,R,12:45 pm-02:45 pm,Clara JoAnn Scarry,12/15-12/15,UPH 071
58104,ATH,301,A,O,3,Intercultural Relations,MW,11:30 am-12:50 pm,Tani Helen Sebro (P),08/29-12/10,UPH 071
,,,,,,,W,12:45 pm-02:45 pm,Tani Helen Sebro,12/14-12/14,UPH 071
67834,ATH,301,B,O,3,Intercultural Relations,TR,02:30 pm-03:50 pm,Yang Jiao (P),08/29-12/10,UPH 071
,,,,,,,R,03:00 pm-05:00 pm,Yang Jiao,12/15-12/15,UPH 071
69343,ATH,304,A,O,3,Native America:Anthro Perspect,MW,01:00 pm-02:20 pm,Leighton C. Peterson (P),08/29-12/10,UPH 180C
,,,,,,,M,12:45 pm-02:45 pm,Leighton C. Peterson,12/12-12/12,UPH 180C
70381,ATH,306,A,O,3,Russia-Eurasia/Anthro Perspect,TBA,,TBA,08/29-12/17,TBA
60135,ATH,309,A,O,4,Introduction To Linguistics,MW,08:00 am-09:50 am,Karim Hesham Shaker Ibrahim (P),08/29-12/10,MCG 223
,,,,,,,F,08:00 am-10:00 am,Karim Hesham Shaker Ibrahim,12/16-12/16,MCG 223
15843,ATH,309,B,O,4,Introduction To Linguistics,TR,08:00 am-09:50 am,John M. Jeep (P),08/29-12/10,IRV 142
,,,,,,,R,08:00 am-10:00 am,John M. Jeep,12/15-12/15,IRV 142
60433,ATH,309,C,O,4,Introduction To Linguistics,TR,04:00 pm-05:50 pm,Galina Shleykina (P),08/29-12/10,BAC 114
,,,,,,,T,03:00 pm-05:00 pm,Galina Shleykina,12/13-12/13,BAC 114
70558,ATH,311,A,O,3,Old World Archaeology,MW,11:30 am-12:50 pm,Melissa S. Rosenzweig (P),08/29-12/10,UPH 180A
,,,,,,,W,12:45 pm-02:45 pm,Melissa S. Rosenzweig,12/14-12/14,UPH 180A
69338,ATH,312,H A,H,4,Intro North Amer Archaeology,TR,02:00 pm-03:50 pm,Perry L. Gnivecki (P),08/29-12/10,MOS 500
,,,,,,,R,02:45 pm-04:45 pm,Perry L. Gnivecki,12/15-12/15,MOS 500
69337,ATH,325,H A,H,3,"Identity: Race, Gender, Class",TR,10:00 am-11:20 am,Jade D. Petermon (P),08/29-12/10,PHE 304
,,,,,,,T,10:15 am-12:15 pm,Jade D. Petermon,12/13-12/13,PHE 304
56298,ATH,348,A,O,3,Medical Anthropology,TR,01:00 pm-02:20 pm,M. Cameron Hay-Rollins (P),08/29-12/10,UPH 226
,,,,,,,T,12:45 pm-02:45 pm,M. Cameron Hay-Rollins,12/13-12/13,UPH 226
70226,ATH,358,M A,M,3,"Travelers, Migrants & Refugees",MW,01:00 pm-02:20 pm,John Philip Rode Schaefer (P),08/29-12/10,JHN 115
,,,,,,,M,12:30 pm-02:30 pm,John Philip Rode Schaefer,12/12-12/12,JHN 115
69346,ATH,361,A,O,3,Language and Power,TR,04:00 pm-05:20 pm,James S. Bielo (P),08/29-12/10,UPH 180C
,,,,,,,T,03:00 pm-05:00 pm,James S. Bielo,12/13-12/13,UPH 180C
69347,ATH,395,A,O,3,Primate Biology and Behavior,MW,10:00 am-11:20 am,Linda F. Marchant (P),08/29-12/10,UPH 180B
,,,,,,,W,10:15 am-12:15 pm,Linda F. Marchant,12/14-12/14,UPH 180B
59614,ATH,421,A,O,3,Senior Seminar In Anthropology,TR,10:00 am-11:20 am,M. Cameron Hay-Rollins (P),08/29-12/10,UPH 180C
,,,,,,,T,10:15 am-12:15 pm,M. Cameron Hay-Rollins,12/13-12/13,UPH 180C
69352,ATH,425,A,O,3,Ethnographic Field Methods,TR,02:30 pm-03:50 pm,Maria del Socorro Moreno (P),08/29-12/10,UPH 180C
,,,,,,,R,03:00 pm-05:00 pm,Maria del Socorro Moreno,12/15-12/15,UPH 180C
