CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
21678,LAT,202,B,3,Representative Latin Authors,MWF,10:05 am-11:00 am,Zara Martirosova Torlone (P),01/29-05/19,BOY 217,CASA - Foreign Language and CASB - Humanities
73174,LAT,410,A,3,Latin Seminar,MW,04:25 pm-05:45 pm,TBA,01/29-05/19,IRV 126,CASB - Humanities
,,,,,,,,,,,
,,,,,,,,,,,
21747,MGT,111,A,3,Introduction To Business,TR,08:30 am-09:50 am,Christopher H. Rhode (P),01/29-05/19,LWS 302,FND - Social Science
21748,MGT,111,B,3,Introduction To Business,TR,10:05 am-11:25 am,Christopher H. Rhode (P),01/29-05/19,LWS 302,FND - Social Science
21749,MGT,111,C,3,Introduction To Business,TR,11:40 am-01:00 pm,Christopher H. Rhode (P),01/29-05/19,LWS 302,FND - Social Science
21750,MGT,111,D,3,Introduction To Business,TR,02:50 pm-04:10 pm,Christopher H. Rhode (P),01/29-05/19,FSB 2049,FND - Social Science
81143,MGT,211,A,3,Introduction to Management,MW,01:15 pm-02:35 pm,Alicia Jo Revely (P),01/29-05/19,LWS 302,Bus Course for Surcharge
81144,MGT,211,B,3,Introduction to Management,MW,02:50 pm-04:10 pm,Alicia Jo Revely (P),01/29-05/19,LWS 302,Bus Course for Surcharge
82827,MGT,211,C,3,Introduction to Management,MW,04:25 pm-05:45 pm,Alicia Jo Revely (P),01/29-05/19,LWS 302,Bus Course for Surcharge
78100,MGT,291,A,3,Intro to Management&Leadership,MW,10:05 am-11:25 am,Alicia Jo Revely (P),01/29-05/19,FSB 0039,Bus Course for Surcharge and Top 25 and Thematic Sequence
64890,MGT,291,B,3,Intro to Management&Leadership,WF,11:40 am-01:00 pm,Rocco Anthony Manzo (P),01/29-05/19,FSB 0039,Bus Course for Surcharge and Top 25 and Thematic Sequence
64892,MGT,291,C,3,Intro to Management&Leadership,WF,01:15 pm-02:35 pm,Rocco Anthony Manzo (P),01/29-05/19,FSB 0039,Bus Course for Surcharge and Top 25 and Thematic Sequence
64893,MGT,291,D,3,Intro to Management&Leadership,WF,08:30 am-09:50 am,TBA,01/29-05/19,FSB 0013,Bus Course for Surcharge and Top 25 and Thematic Sequence
63569,MGT,291,E,3,Intro to Management&Leadership,WF,10:05 am-11:25 am,TBA,01/29-05/19,FSB 0013,Bus Course for Surcharge and Top 25 and Thematic Sequence
66365,MGT,291,F,3,Intro to Management&Leadership,WF,11:40 am-01:00 pm,TBA,01/29-05/19,FSB 0013,Bus Course for Surcharge and Top 25 and Thematic Sequence
63571,MGT,291,G,3,Intro to Management&Leadership,WF,02:50 pm-04:10 pm,TBA,01/29-05/19,FSB 2049,Bus Course for Surcharge and Top 25 and Thematic Sequence
63572,MGT,291,H,3,Intro to Management&Leadership,TR,10:05 am-11:25 am,Cynthia M. Oakenfull (P),01/29-05/19,FSB 0013,Bus Course for Surcharge and Top 25 and Thematic Sequence
76050,MGT,291,I,3,Intro to Management&Leadership,TR,11:40 am-01:00 pm,Cynthia M. Oakenfull (P),01/29-05/19,FSB 0013,Bus Course for Surcharge and Top 25 and Thematic Sequence
63574,MGT,291,J,3,Intro to Management&Leadership,TR,01:15 pm-02:35 pm,Cynthia M. Oakenfull (P),01/29-05/19,FSB 0013,Bus Course for Surcharge and Top 25 and Thematic Sequence
63575,MGT,291,K,3,Intro to Management&Leadership,TR,02:50 pm-04:10 pm,Cynthia M. Oakenfull (P),01/29-05/19,FSB 0013,Bus Course for Surcharge and Top 25 and Thematic Sequence
63576,MGT,291,L,3,Intro to Management&Leadership,M,06:30 pm-09:10 pm,TBA,01/29-05/19,FSB 0013,Bus Course for Surcharge and Top 25 and Thematic Sequence
74431,MGT,291C,A,3,Intro to Management&Leadership,MW,10:05 am-11:25 am,Megan Margaret Gerhardt (P),01/29-05/19,FSB 0031,Bus Course for Surcharge and Departmental Honors Course and Honors Course and Top 25
81105,MGT,302,A,3,Intro Operatns &Supply Chain M,M,06:30 pm-09:10 pm,Rodney Dale Baker (P),01/29-05/19,FSB 0014,Bus Course for Surcharge and Top 25
81106,MGT,302,B,3,Intro Operatns &Supply Chain M,TR,11:40 am-01:00 pm,Thomas John Farnbacher (P),01/29-05/19,FSB 0039,Bus Course for Surcharge and Top 25
81107,MGT,302,C,3,Intro Operatns &Supply Chain M,TR,01:15 pm-02:35 pm,Thomas John Farnbacher (P),01/29-05/19,FSB 0039,Bus Course for Surcharge and Top 25
81108,MGT,302,D,3,Intro Operatns &Supply Chain M,TR,02:50 pm-03:10 pm,Thomas John Farnbacher (P),01/29-05/19,FSB 0039,Bus Course for Surcharge and Top 25
21772,MGT,302,E,3,Intro Operatns &Supply Chain M,TR,04:25 pm-05:45 pm,Thomas John Farnbacher (P),01/29-05/19,FSB 0039,Bus Course for Surcharge and Top 25
27921,MGT,302,F,3,Intro Operatns &Supply Chain M,MW,02:50 pm-04:10 pm,John-Patrick Paraskevas (P),01/29-05/19,FSB 0013,Bus Course for Surcharge and Top 25
21774,MGT,302,G,3,Intro Operatns &Supply Chain M,MW,04:25 pm-05:45 pm,John-Patrick Paraskevas (P),01/29-05/19,FSB 0013,Bus Course for Surcharge and Top 25
27924,MGT,302,H,3,Intro Operatns &Supply Chain M,TR,11:40 am-01:00 pm,William E. Newman (P),01/29-05/19,FSB 2049,Bus Course for Surcharge and Top 25
81131,MGT,302,I,3,Intro Operatns &Supply Chain M,TR,01:15 pm-02:35 pm,Timothy C. Krehbiel (P),01/29-05/19,FSB 0014,Bus Course for Surcharge and Top 25
27926,MGT,302,J,3,Intro Operatns &Supply Chain M,TR,02:50 pm-04:10 pm,Timothy C. Krehbiel (P),01/29-05/19,FSB 0014,Bus Course for Surcharge and Top 25
72724,MGT,302,K,3,Intro Operatns &Supply Chain M,TR,04:25 pm-05:45 pm,Timothy C. Krehbiel (P),01/29-05/19,FSB 0014,Bus Course for Surcharge and Top 25
74438,MGT,302,L,3,Intro Operatns &Supply Chain M,TR,08:30 am-09:50 am,Bryan Ashenbaum (P),01/29-05/19,FSB 0013,Bus Course for Surcharge and Top 25
75415,MGT,302,M,3,Intro Operatns &Supply Chain M,M,06:30 pm-09:10 pm,TBA,01/29-05/19,FSB 0031,Bus Course for Surcharge and Top 25
21786,MGT,303,A,3,Human Resource Management,TR,08:30 am-09:50 am,Mark A. Wesolowski (P),01/29-05/19,FSB 0024,Bus Course for Surcharge
21787,MGT,303,B,3,Human Resource Management,TR,10:05 am-11:25 am,Mark A. Wesolowski (P),01/29-05/19,FSB 0024,Bus Course for Surcharge
63589,MGT,304,A,3,Cross Cultural Management,WF,08:30 am-09:50 am,Peng Wang (P),01/29-05/19,FSB 0039,Bus Course for Surcharge and Intercultural Perspectives
63590,MGT,304,B,3,Cross Cultural Management,WF,11:40 am-01:00 pm,Peng Wang (P),01/29-05/19,FSB 2049,Bus Course for Surcharge and Intercultural Perspectives
71175,MGT,304,C,3,Cross Cultural Management,WF,01:15 pm-02:35 pm,Peng Wang (P),01/29-05/19,FSB 2049,Bus Course for Surcharge and Intercultural Perspectives
21793,MGT,402,A,3,Employment Law,TR,08:30 am-09:50 am,David J. Walsh (P),01/29-05/19,FSB 0039,Bus Course for Surcharge and Intercultural Perspectives and Thematic Sequence
81130,MGT,402,B,3,Employment Law,TR,10:05 am-11:25 am,David J. Walsh (P),01/29-05/19,FSB 0039,Bus Course for Surcharge and Intercultural Perspectives and Thematic Sequence
72725,MGT,404,A,3,Compensation Management,WF,08:30 am-09:50 am,Rocco Anthony Manzo (P),01/29-05/19,FSB 0031,Bus Course for Surcharge
78098,MGT,405,A,3,Negotiations and Conflict,TR,01:15 pm-02:35 pm,David J. Walsh (P),01/29-05/19,FSB 2049,Bus Course for Surcharge
63595,MGT,414,A,3,Employee Engagement and Motiva,MW,01:15 pm-02:35 pm,Joseph C. Rode (P),01/29-05/19,FSB 0024,Bus Course for Surcharge and Thematic Sequence
21799,MGT,414,B,3,Employee Engagement and Motiva,TR,11:40 am-01:00 pm,Mark A. Wesolowski (P),01/29-05/19,FSB 0024,Bus Course for Surcharge and Thematic Sequence
21803,MGT,415,A,3,Leadership and Learning,MW,08:30 am-09:50 am,Scott Bradford Dust (P),01/29-05/19,FSB 2049,Bus Course for Surcharge and Thematic Sequence
21804,MGT,415,B,3,Leadership and Learning,MW,10:05 am-11:25 am,Scott Bradford Dust (P),01/29-05/19,FSB 2049,Bus Course for Surcharge and Thematic Sequence
74429,MGT,416,A,3,Leading Organizational Change,MW,11:40 am-01:00 pm,Megan Margaret Gerhardt (P),01/29-05/19,FSB 0031,Bus Course for Surcharge
79158,MGT,431,A,3,Logistics Management,MW,08:30 am-09:50 am,Lisa Marie Ellram (P),01/29-05/19,FSB 0014,Bus Course for Surcharge
79159,MGT,431,B,3,Logistics Management,MW,10:05 am-11:25 am,Lisa Marie Ellram (P),01/29-05/19,FSB 0014,Bus Course for Surcharge
78103,MGT,432,A,3,Global Strategic Sourcing,MW,11:40 am-01:00 pm,Yao Jin (P),01/29-05/19,FSB 0014,Bus Course for Surcharge
78224,MGT,432,B,3,Global Strategic Sourcing,MW,01:15 pm-02:35 pm,Yao Jin (P),01/29-05/19,FSB 0013,Bus Course for Surcharge
76056,MGT,451,A,3,Operations Plan & Scheduling,TR,01:15 pm-02:35 pm,Byron J. Finch (P),01/29-05/19,FSB 0031,Bus Course for Surcharge
78104,MGT,451,B,3,Operations Plan & Scheduling,TR,02:50 pm-04:10 pm,Byron J. Finch (P),01/29-05/19,FSB 0031,Bus Course for Surcharge
82828,MGT,451,C,3,Operations Plan & Scheduling,TR,04:25 pm-05:45 pm,Byron J. Finch (P),01/29-05/19,FSB 0031,Bus Course for Surcharge
71177,MGT,453,A,3,Quality Management Systems,WF,08:30 am-09:50 am,Peter Anthony Salzarulo (P),01/29-05/19,FSB 0038,Bus Course for Surcharge
71178,MGT,453,B,3,Quality Management Systems,WF,10:05 am-11:25 am,Peter Anthony Salzarulo (P),01/29-05/19,FSB 0038,Bus Course for Surcharge
79165,MGT,453,C,3,Quality Management Systems,WF,11:40 am-01:00 pm,Peter Anthony Salzarulo (P),01/29-05/19,FSB 0038,Bus Course for Surcharge
21814,MGT,474,A,3,Human Capital Consulting,MW,02:50 pm-04:10 pm,Joseph C. Rode (P),01/29-05/19,FSB 0024,Bus Course for Surcharge
66351,MGT,474,B,3,Human Capital Consulting,MW,04:25 pm-05:45 pm,Joseph C. Rode (P),01/29-05/19,FSB 0024,Bus Course for Surcharge
72726,MGT,495,A,3,Executive Decision Making,M,06:30 pm-09:10 pm,Rhett Andrew Brymer (P),01/29-05/19,FSB 0024,Bus Course for Surcharge and Senior Capstone
21818,MGT,495,B,3,Executive Decision Making,TR,01:15 pm-02:35 pm,R. Bruce Hearn (P),01/29-05/19,FSB 0038,Bus Course for Surcharge and Senior Capstone
81129,MGT,495,C,3,Executive Decision Making,TR,04:25 pm-05:45 pm,R. Bruce Hearn (P),01/29-05/19,FSB 0013,Bus Course for Surcharge and Senior Capstone
81125,MGT,498,A,3,Supply Chain Management,TR,08:30 am-09:50 am,William E. Newman (P),01/29-05/19,FSB 2049,Bus Course for Surcharge
81126,MGT,498,B,3,Supply Chain Management,TR,10:05 am-11:25 am,William E. Newman (P),01/29-05/19,FSB 2049,Bus Course for Surcharge
81127,MGT,498,C,3,Supply Chain Management,TR,02:50 pm-04:10 pm,John Zhijiang Ni (P),01/29-05/19,FSB 0038,Bus Course for Surcharge
81128,MGT,498,D,3,Supply Chain Management,TR,04:25 pm-05:45 pm,John Zhijiang Ni (P),01/29-05/19,FSB 0038,Bus Course for Surcharge
82833,MGT,504,A,3,Compensation Management,WF,08:30 am-09:50 am,Rocco Anthony Manzo (P),01/29-05/19,FSB 0031,Bus Course for Surcharge
82458,MGT,553,A,3,Quality Management Systems,WF,08:30 am-09:50 am,Peter Anthony Salzarulo (P),01/29-05/19,FSB 0038,Bus Course for Surcharge
,,,,,,,,,,,
,,,,,,,,,,,
21853,MKT,291,A,3,Principles of Marketing,WF,08:30 am-09:50 am,TBA,01/29-05/19,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
21854,MKT,291,B,3,Principles of Marketing,WF,10:05 am-11:25 am,Donald F. Hoffer (P),01/29-05/19,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
21855,MKT,291,C,3,Principles of Marketing,TR,11:40 am-01:00 pm,Kevin Maurice Stephens (P),01/29-05/19,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
21856,MKT,291,D,3,Principles of Marketing,WF,11:40 am-01:00 pm,Susan M. Finnerty (P),01/29-05/19,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
21857,MKT,291,E,3,Principles of Marketing,TR,01:15 pm-02:35 pm,Kevin Maurice Stephens (P),01/29-05/19,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
21858,MKT,291,F,3,Principles of Marketing,WF,01:15 pm-02:35 pm,Donald F. Hoffer (P),01/29-05/19,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
21859,MKT,291,G,3,Principles of Marketing,TR,02:50 pm-04:10 pm,Kevin Maurice Stephens (P),01/29-05/19,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
82898,MKT,291,H,3,Principles of Marketing,WF,02:50 pm-04:10 pm,Donald F. Hoffer (P),01/29-05/19,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
21860,MKT,291,I,3,Principles of Marketing,TR,04:25 pm-05:45 pm,Kevin Maurice Stephens (P),01/29-05/19,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
63491,MKT,291,J,3,Principles of Marketing,TR,02:50 pm-04:10 pm,Eric Pierre Stenstrom (P),01/29-05/19,FSB 1035,Bus Course for Surcharge and Top 25 and Thematic Sequence
64904,MKT,291,K,3,Principles of Marketing,TR,04:25 pm-05:45 pm,Eric Pierre Stenstrom (P),01/29-05/19,FSB 1035,Bus Course for Surcharge and Top 25 and Thematic Sequence
78115,MKT,291,L,3,Principles of Marketing,WF,01:15 pm-02:35 pm,TBA,01/29-05/19,FSB 2041,Bus Course for Surcharge and Top 25 and Thematic Sequence
66405,MKT,291,M,3,Principles of Marketing,M,06:30 pm-09:10 pm,Joseph Patrick Brandabur (P),01/29-05/19,FSB 2041,Bus Course for Surcharge and Top 25 and Thematic Sequence
69689,MKT,291,N,3,Principles of Marketing,W,06:30 pm-09:10 pm,Timothy O'Hara Brandabur (P),01/29-05/19,FSB 2041,Bus Course for Surcharge and Top 25 and Thematic Sequence
76890,MKT,291,O,3,Principles of Marketing,TR,11:40 am-01:00 pm,Helen J. Koons (P),01/29-05/19,LWS 301,Bus Course for Surcharge and Top 25 and Thematic Sequence
81786,MKT,291H,A,3,Principles Of Marketing-Honors,MW,08:30 am-09:50 am,Janice E. Taylor (P),01/29-05/19,FSB 2041,Bus Course for Surcharge and Honors Course and Top 25
64908,MKT,292,TA,1,Careers in Marketing,,TBA,Janice E. Taylor (P),02/05-03/31,WEB,Bus Course for Surcharge and Online Course/DistanceLearning
82899,MKT,292,TB,1,Careers in Marketing,,TBA,Helen J. Koons (P),01/29-05/19,WEB,Bus Course for Surcharge and Online Course/DistanceLearning
68227,MKT,301,A,3,Crtvty;Innov.&Dec Mkng in MKT,MW,10:05 am-11:25 am,Sanjay Puligadda (P),01/29-05/19,FSB 2041,Bus Course for Surcharge
68228,MKT,301,B,3,Crtvty;Innov.&Dec Mkng in MKT,TR,10:05 am-11:25 am,Carolyn S. Craig (P),01/29-05/19,FSB 2041,Bus Course for Surcharge
68230,MKT,301,C,3,Crtvty;Innov.&Dec Mkng in MKT,MW,11:40 am-01:00 pm,Sanjay Puligadda (P),01/29-05/19,FSB 2041,Bus Course for Surcharge
68231,MKT,301,D,3,Crtvty;Innov.&Dec Mkng in MKT,TR,11:40 am-01:00 pm,Carolyn S. Craig (P),01/29-05/19,FSB 2041,Bus Course for Surcharge
78118,MKT,301,E,3,Crtvty;Innov.&Dec Mkng in MKT,TR,02:50 pm-04:10 pm,Carolyn S. Craig (P),01/29-05/19,FSB 2041,Bus Course for Surcharge
82900,MKT,301,F,3,Crtvty;Innov.&Dec Mkng in MKT,TR,04:25 pm-05:45 pm,Carolyn S. Craig (P),01/29-05/19,FSB 2041,Bus Course for Surcharge
63504,MKT,325,A,3,Consumer Behavior,TR,08:30 am-09:50 am,Donald G. Norris (P),01/29-05/19,FSB 1035,Bus Course for Surcharge and Thematic Sequence
63505,MKT,325,B,3,Consumer Behavior,MW,10:05 am-11:25 am,Neil Stephen Brigden (P),01/29-05/19,FSB 2040,Bus Course for Surcharge and Thematic Sequence
63506,MKT,325,C,3,Consumer Behavior,MW,11:40 am-01:00 pm,Janice E. Taylor (P),01/29-05/19,FSB 1035,Bus Course for Surcharge and Thematic Sequence
81796,MKT,325,D,3,Consumer Behavior,MW,11:40 am-01:00 pm,Neil Stephen Brigden (P),01/29-05/19,FSB 2040,Bus Course for Surcharge and Thematic Sequence
70814,MKT,325,E,3,Consumer Behavior,TR,01:15 pm-02:35 pm,Donald G. Norris (P),01/29-05/19,FSB 2040,Bus Course for Surcharge and Thematic Sequence
76227,MKT,325,F,3,Consumer Behavior,TR,02:50 pm-04:10 pm,Donald G. Norris (P),01/29-05/19,FSB 2040,Bus Course for Surcharge and Thematic Sequence
63511,MKT,335,A,3,Marketing Research,MW,01:15 pm-02:35 pm,John A. Bosarge (P),01/29-05/19,TBA,Bus Course for Surcharge and Thematic Sequence
63512,MKT,335,B,3,Marketing Research,MW,02:50 pm-04:10 pm,John A. Bosarge (P),01/29-05/19,FSB 1036,Bus Course for Surcharge and Thematic Sequence
63513,MKT,335,C,3,Marketing Research,MW,04:25 pm-05:45 pm,John A. Bosarge (P),01/29-05/19,TBA,Bus Course for Surcharge and Thematic Sequence
63514,MKT,335,D,3,Marketing Research,TR,01:15 pm-02:35 pm,Hannah Soobin Lee (P),01/29-05/19,FSB 1035,Bus Course for Surcharge and Thematic Sequence
77223,MKT,335,E,3,Marketing Research,MW,02:50 pm-04:10 pm,Paul Edward Hunter (P),01/29-05/19,FSB 1035,Bus Course for Surcharge and Thematic Sequence
79322,MKT,335,F,3,Marketing Research,MW,04:25 pm-05:45 pm,Paul Edward Hunter (P),01/29-05/19,TBA,Bus Course for Surcharge and Thematic Sequence
81805,MKT,335,G,3,Marketing Research,TR,10:05 am-11:25 am,Jessie Jing Wang (P),01/29-05/19,FSB 1035,Bus Course for Surcharge and Thematic Sequence
81806,MKT,335,H,3,Marketing Research,TR,11:40 am-01:00 pm,Jessie Jing Wang (P),01/29-05/19,FSB 1035,Bus Course for Surcharge and Thematic Sequence
68241,MKT,405,A,3,Creating Customer Value,MW,08:30 am-09:50 am,Terri Feldman Barr (P),01/29-05/19,FSB 1035,Bus Course for Surcharge and Thematic Sequence
68243,MKT,405,B,3,Creating Customer Value,MW,10:05 am-11:25 am,Terri Feldman Barr (P),01/29-05/19,FSB 1035,Bus Course for Surcharge and Thematic Sequence
68244,MKT,405,C,3,Creating Customer Value,MW,01:15 pm-02:35 pm,Terri Feldman Barr (P),01/29-05/19,FSB 1035,Bus Course for Surcharge and Thematic Sequence
68245,MKT,405,D,3,Creating Customer Value,TR,11:40 am-01:00 pm,Patrick J. Lindsay (P),01/29-05/19,FSB 1036,Bus Course for Surcharge and Thematic Sequence
76228,MKT,405,E,3,Creating Customer Value,R,06:30 pm-09:10 pm,TBA,01/29-05/19,FSB 2041,Bus Course for Surcharge and Thematic Sequence
79331,MKT,405,F,3,Creating Customer Value,TR,01:15 pm-02:35 pm,Patrick J. Lindsay (P),01/29-05/19,LWS 301,Bus Course for Surcharge and Thematic Sequence
81813,MKT,412,A,3,Sustainable Marketing Mgt,MW,08:30 am-09:50 am,Robert Francis Dahlstrom (P),01/29-05/19,FSB 2040,Bus Course for Surcharge
63517,MKT,415,A,3,Marketing to Organizations,TR,08:30 am-09:50 am,Gregory John Fisher (P),01/29-05/19,FSB 1036,Bus Course for Surcharge and Thematic Sequence
78119,MKT,415,B,3,Marketing to Organizations,TR,10:05 am-11:25 am,Gregory John Fisher (P),01/29-05/19,FSB 1036,Bus Course for Surcharge and Thematic Sequence
77020,MKT,419,A,3,Digital Branding,,TBA,James R. Coyle (P),01/29-05/19,WEB,Bus Course for Surcharge and Online Course/DistanceLearning and Thematic Sequence
63522,MKT,435,A,3,Branding and IMC,MW,02:50 pm-04:10 pm,Sanjay Puligadda (P),01/29-05/19,FSB 2041,Bus Course for Surcharge and Thematic Sequence
63523,MKT,435,B,3,Branding and IMC,TR,01:15 pm-02:35 pm,Sina Esteky (P),01/29-05/19,FSB 2041,Bus Course for Surcharge and Thematic Sequence
82901,MKT,435,C,3,Branding and IMC,TR,04:25 pm-05:45 pm,Sina Esteky (P),01/29-05/19,FSB 2040,Bus Course for Surcharge and Thematic Sequence
82162,MKT,461,A,3,Principles of Retailing,TR,02:50 pm-04:10 pm,Leslie Denise Stoel (P),01/29-05/19,LWS 301,Bus Course for Surcharge and Thematic Sequence
63533,MKT,495,A,4,Strategy Works,TR,10:05 am-11:55 am,Debbie M. Coleman (P),01/29-05/19,TBA,Bus Course for Surcharge and Senior Capstone
63534,MKT,495,B,4,Strategy Works,TR,10:05 am-11:55 am,Arthur C. Jack (P),01/29-05/19,FSB 3061C,Bus Course for Surcharge and Senior Capstone
64965,MKT,495,C,4,Strategy Works,TR,11:40 am-01:30 pm,Arthur C. Jack (P),01/29-05/19,FSB 3061C,Bus Course for Surcharge and Senior Capstone
64969,MKT,495,D,4,Strategy Works,TR,02:50 pm-04:40 pm,Debbie M. Coleman (P),01/29-05/19,TBA,Bus Course for Surcharge and Senior Capstone
66478,MKT,495,E,4,Strategy Works,MW,10:05 am-11:55 am,Devon S. DelVecchio (P),01/29-05/19,TBA,Bus Course for Surcharge and Senior Capstone
78122,MKT,495,F,4,Strategy Works,MW,11:40 am-01:30 pm,Michael S. McCarthy (P),01/29-05/19,TBA,Bus Course for Surcharge and Senior Capstone
81959,MKT,495,G,4,Strategy Works,MW,10:05 am-11:55 am,Paul Edward Hunter (P),01/29-05/19,FSB 3061C,Bus Course for Surcharge and Senior Capstone
73604,MKT,495H,A,4,Strategy Works,TR,10:05 am-11:55 am,Debbie M. Coleman (P),01/29-05/19,TBA,Bus Course for Surcharge and Honors Course and Senior Capstone
73605,MKT,495H,B,4,Strategy Works,TR,10:05 am-11:55 am,Arthur C. Jack (P),01/29-05/19,FSB 3061C,Bus Course for Surcharge and Honors Course and Senior Capstone
73606,MKT,495H,C,4,Strategy Works,TR,11:40 am-01:30 pm,Arthur C. Jack (P),01/29-05/19,FSB 3061C,Bus Course for Surcharge and Honors Course and Senior Capstone
73607,MKT,495H,D,4,Strategy Works,TR,02:50 pm-04:40 pm,Debbie M. Coleman (P),01/29-05/19,TBA,Bus Course for Surcharge and Honors Course and Senior Capstone
73608,MKT,495H,E,4,Strategy Works,MW,10:05 am-11:55 am,Devon S. DelVecchio (P),01/29-05/19,TBA,Bus Course for Surcharge and Honors Course and Senior Capstone
78123,MKT,495H,F,4,Strategy Works,MW,11:40 am-01:30 pm,Michael S. McCarthy (P),01/29-05/19,TBA,Bus Course for Surcharge and Honors Course and Senior Capstone
81965,MKT,495H,G,4,Strategy Works,MW,10:05 am-11:55 am,Paul Edward Hunter (P),01/29-05/19,FSB 3061C,Bus Course for Surcharge and Honors Course and Senior Capstone
77021,MKT,519,A,3,Digital Branding,,TBA,James R. Coyle (P),01/29-05/19,WEB,Bus Course for Surcharge and Online Course/DistanceLearning
,,,,,,,,,,,
,,,,,,,,,,,
82776,MTH,104,AA,5,Precalculus With Algebra,MWF,10:05 am-11:00 am,Laura Anderson (P),01/29-05/19,BAC 101,
,,,,,,TR,10:05 am-11:00 am,TBA,01/29-05/19,BAC 101,
82777,MTH,104,AB,5,Precalculus With Algebra,MWF,10:05 am-11:00 am,Laura Anderson (P),01/29-05/19,BAC 101,
,,,,,,TR,11:40 am-12:35 pm,TBA,01/29-05/19,BAC 101,
82778,MTH,104,AC,5,Precalculus With Algebra,MWF,10:05 am-11:00 am,Laura Anderson (P),01/29-05/19,BAC 101,
,,,,,,TR,01:15 pm-02:10 pm,TBA,01/29-05/19,BAC 101,
82779,MTH,104,AD,5,Precalculus With Algebra,MWF,10:05 am-11:00 am,Laura Anderson (P),01/29-05/19,BAC 101,
,,,,,,TR,02:50 pm-03:45 pm,TBA,01/29-05/19,BAC 102,
82780,MTH,104,AE,5,Precalculus With Algebra,MWF,10:05 am-11:00 am,Laura Anderson (P),01/29-05/19,BAC 101,
,,,,,,TR,02:50 pm-03:45 pm,TBA,01/29-05/19,BAC 245,
82781,MTH,104,AF,5,Precalculus With Algebra,MWF,10:05 am-11:00 am,Laura Anderson (P),01/29-05/19,BAC 101,
,,,,,,TR,04:25 pm-05:20 pm,TBA,01/29-05/19,BAC 102,
82782,MTH,104,BA,5,Precalculus With Algebra,MWF,11:40 am-12:35 pm,Laura Anderson (P),01/29-05/19,BAC 101,
,,,,,,TR,10:05 am-11:00 am,TBA,01/29-05/19,BAC 112,
82783,MTH,104,BB,5,Precalculus With Algebra,MWF,11:40 am-12:35 pm,Laura Anderson (P),01/29-05/19,BAC 101,
,,,,,,TR,11:40 am-12:35 pm,TBA,01/29-05/19,BAC 102,
82784,MTH,104,BC,5,Precalculus With Algebra,MWF,11:40 am-12:35 pm,Laura Anderson (P),01/29-05/19,BAC 101,
,,,,,,TR,01:15 pm-02:10 pm,TBA,01/29-05/19,BAC 110,
82785,MTH,104,BD,5,Precalculus With Algebra,MWF,11:40 am-12:35 pm,Laura Anderson (P),01/29-05/19,BAC 101,
,,,,,,TR,01:15 pm-02:10 pm,TBA,01/29-05/19,BAC 245,
82786,MTH,104,BE,5,Precalculus With Algebra,MWF,11:40 am-12:35 pm,Laura Anderson (P),01/29-05/19,BAC 101,
,,,,,,TR,02:50 pm-03:45 pm,TBA,01/29-05/19,BAC 101,
82787,MTH,104,BF,5,Precalculus With Algebra,MWF,11:40 am-12:35 pm,Laura Anderson (P),01/29-05/19,BAC 101,
