CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
14002,MGT,302,D,3,Intro Operatns &Supply Chain M,TR,11:40 am-01:00 pm,TBA,08/28-12/16,FSB 0013,Bus Course for Surcharge and Top 25
14003,MGT,302,E,3,Intro Operatns &Supply Chain M,MW,11:40 am-01:00 pm,Peter Anthony Salzarulo (P),08/28-12/16,FSB 0013,Bus Course for Surcharge and Top 25
63841,MGT,302,F,3,Intro Operatns &Supply Chain M,MW,01:15 pm-02:35 pm,Peter Anthony Salzarulo (P),08/28-12/16,FSB 0013,Bus Course for Surcharge and Top 25
18162,MGT,302,G,3,Intro Operatns &Supply Chain M,TR,02:50 pm-04:10 pm,John Zhijiang Ni (P),08/28-12/16,FSB 2049,Bus Course for Surcharge and Top 25
69075,MGT,302,H,3,Intro Operatns &Supply Chain M,TR,04:25 pm-05:45 pm,John Zhijiang Ni (P),08/28-12/16,FSB 2049,Bus Course for Surcharge and Top 25
69076,MGT,302,I,3,Intro Operatns &Supply Chain M,TR,08:30 am-09:50 am,Thomas John Farnbacher (P),08/28-12/16,FSB 0024,Bus Course for Surcharge and Top 25
69077,MGT,302,J,3,Intro Operatns &Supply Chain M,TR,10:05 am-11:25 am,Thomas John Farnbacher (P),08/28-12/16,FSB 0024,Bus Course for Surcharge and Top 25
69078,MGT,302,K,3,Intro Operatns &Supply Chain M,TR,01:15 pm-02:35 pm,Thomas John Farnbacher (P),08/28-12/16,FSB 0038,Bus Course for Surcharge and Top 25
59351,MGT,302,L,3,Intro Operatns &Supply Chain M,TR,02:50 pm-04:10 pm,Thomas John Farnbacher (P),08/28-12/16,FSB 0038,Bus Course for Surcharge and Top 25
63842,MGT,302,M,3,Intro Operatns &Supply Chain M,M,06:30 pm-09:10 pm,Rodney Dale Baker (P),08/28-12/16,FSB 0014,Bus Course for Surcharge and Top 25
61730,MGT,302,N,3,Intro Operatns &Supply Chain M,TR,01:15 pm-02:35 pm,R. Bruce Hearn (P),08/28-12/16,FSB 0039,Bus Course for Surcharge and Top 25
59352,MGT,303,A,3,Human Resource Management,TR,02:50 pm-04:10 pm,Mark A. Wesolowski (P),08/28-12/16,FSB 0014,Bus Course for Surcharge
11492,MGT,303,B,3,Human Resource Management,TR,04:25 pm-05:45 pm,Mark A. Wesolowski (P),08/28-12/16,FSB 0014,Bus Course for Surcharge
71561,MGT,303,D,3,Human Resource Management,TR,11:40 am-01:00 pm,Mark A. Wesolowski (P),08/28-12/16,FSB 0003,Bus Course for Surcharge
51452,MGT,304,A,3,Cross Cultural Management,WF,08:30 am-09:50 am,Peng Wang (P),08/28-12/16,FSB 0038,Bus Course for Surcharge and Intercultural Perspectives
57735,MGT,304,B,3,Cross Cultural Management,WF,11:40 am-01:00 pm,Peng Wang (P),08/28-12/16,FSB 0031,Bus Course for Surcharge and Intercultural Perspectives
60988,MGT,304,C,3,Cross Cultural Management,TR,01:15 pm-02:35 pm,Darryl Bernard Rice (P),08/28-12/16,FSB 0031,Bus Course for Surcharge and Intercultural Perspectives
69074,MGT,304,D,3,Cross Cultural Management,TR,02:50 pm-04:10 pm,Darryl Bernard Rice (P),08/28-12/16,FSB 0031,Bus Course for Surcharge and Intercultural Perspectives
60989,MGT,402,A,3,Employment Law,TR,08:30 am-09:50 am,David J. Walsh (P),08/28-12/16,FSB 2049,Bus Course for Surcharge and Intercultural Perspectives and Thematic Sequence
62614,MGT,404,A,3,Compensation Management,MW,08:30 am-09:50 am,Rocco Anthony Manzo (P),08/28-12/16,FSB 0014,Bus Course for Surcharge
65899,MGT,405,A,3,Negotiations and Conflict,TR,11:40 am-01:00 pm,David J. Walsh (P),08/28-12/16,FSB 0024,Bus Course for Surcharge
11499,MGT,414,A,3,Employee Engagement and Motiva,TR,10:05 am-11:25 am,Joseph C. Rode (P),08/28-12/16,FSB 0039,Bus Course for Surcharge and Thematic Sequence
11500,MGT,414,B,3,Employee Engagement and Motiva,TR,11:40 am-01:00 pm,Joseph C. Rode (P),08/28-12/16,FSB 0039,Bus Course for Surcharge and Thematic Sequence
11503,MGT,415,A,3,Leadership and Learning,WF,10:05 am-11:25 am,Megan Margaret Gerhardt (P),08/28-12/16,FSB 0039,Bus Course for Surcharge and Thematic Sequence
11504,MGT,415,B,3,Leadership and Learning,WF,11:40 am-01:00 pm,Megan Margaret Gerhardt (P),08/28-12/16,FSB 0039,Bus Course for Surcharge and Thematic Sequence
57737,MGT,415,C,3,Leadership and Learning,WF,01:15 pm-02:35 pm,Megan Margaret Gerhardt (P),08/28-12/16,FSB 0039,Bus Course for Surcharge and Thematic Sequence
69067,MGT,431,A,3,Logistics Management,TR,08:30 am-09:50 am,Lisa Marie Ellram (P),08/28-12/16,FSB 0013,Bus Course for Surcharge
69068,MGT,431,B,3,Logistics Management,WF,08:30 am-09:50 am,Monique Lynn Murfield (P),08/28-12/16,FSB 0039,Bus Course for Surcharge
69069,MGT,431,C,3,Logistics Management,WF,11:40 am-01:00 pm,Monique Lynn Murfield (P),08/28-12/16,FSB 0038,Bus Course for Surcharge
69070,MGT,431,D,3,Logistics Management,M,06:30 pm-09:10 pm,David R. Wheeler (P),08/28-12/16,FSB 0026,Bus Course for Surcharge
69072,MGT,432,A,3,Global Strategic Sourcing,MW,04:25 pm-05:45 pm,Yao Jin (P),08/28-12/16,FSB 0039,Bus Course for Surcharge
51455,MGT,432,B,3,Global Strategic Sourcing,MW,06:30 pm-07:50 pm,Yao Jin (P),08/28-12/16,FSB 0039,Bus Course for Surcharge
62615,MGT,432,C,3,Global Strategic Sourcing,TR,02:50 pm-04:10 pm,Bryan Ashenbaum (P),08/28-12/16,FSB 0013,Bus Course for Surcharge
11506,MGT,451,A,3,Operations Plan & Scheduling,TR,02:50 pm-04:10 pm,Byron J. Finch (P),08/28-12/16,FSB 2037,Bus Course for Surcharge
11507,MGT,451,B,3,Operations Plan & Scheduling,TR,04:25 pm-05:45 pm,Byron J. Finch (P),08/28-12/16,FSB 2037,Bus Course for Surcharge
65790,MGT,453,A,3,Quality Management Systems,MW,08:30 am-09:50 am,Timothy C. Krehbiel (P),08/28-12/16,FSB 0013,Bus Course for Surcharge
65791,MGT,453,B,3,Quality Management Systems,MW,10:05 am-11:25 am,Timothy C. Krehbiel (P),08/28-12/16,FSB 0013,Bus Course for Surcharge
69073,MGT,474,A,3,Human Capital Consulting,WF,10:05 am-11:25 am,Rhett Andrew Brymer (P),08/28-12/16,FSB 0031,Bus Course for Surcharge
11514,MGT,495,A,3,Executive Decision Making,WF,08:30 am-09:50 am,Rhett Andrew Brymer (P),08/28-12/16,FSB 0031,Bus Course for Surcharge and Senior Capstone
11515,MGT,495,B,3,Executive Decision Making,TR,04:25 pm-05:45 pm,R. Bruce Hearn (P),08/28-12/16,FSB 0039,Bus Course for Surcharge and Senior Capstone
71023,MGT,498,A,3,Supply Chain Management,TR,01:15 pm-02:35 pm,William E. Newman (P),08/28-12/16,FSB 0013,Bus Course for Surcharge
71024,MGT,498,B,3,Supply Chain Management,TR,04:25 pm-05:45 pm,William E. Newman (P),08/28-12/16,FSB 0031,Bus Course for Surcharge
68772,MGT,504,A,3,Compensation Management,MW,08:30 am-09:50 am,Rocco Anthony Manzo (P),08/28-12/16,FSB 0014,Bus Course for Surcharge
68773,MGT,551,B,3,Operations Plan & Scheduling,TR,04:25 pm-05:45 pm,Byron J. Finch (P),08/28-12/16,FSB 2037,Bus Course for Surcharge
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
71424,MKT,211,A,3,Customer Engagement,TR,01:15 pm-02:35 pm,Debbie M. Coleman (P),08/28-12/16,LWS 301,Bus Course for Surcharge
71421,MKT,211,B,3,Customer Engagement,TR,02:50 pm-04:10 pm,Debbie M. Coleman (P),08/28-12/16,LWS 301,Bus Course for Surcharge
11566,MKT,291,A,3,Principles of Marketing,MW,02:50 pm-04:10 pm,Kevin Maurice Stephens (P),08/28-12/16,LWS 304,Bus Course for Surcharge and Top 25 and Thematic Sequence
11567,MKT,291,B,3,Principles of Marketing,MW,04:25 pm-05:45 pm,Kevin Maurice Stephens (P),08/28-12/16,FSB 0025,Bus Course for Surcharge and Top 25 and Thematic Sequence
11568,MKT,291,C,3,Principles of Marketing,TR,01:15 pm-02:35 pm,Kevin Maurice Stephens (P),08/28-12/16,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
11569,MKT,291,D,3,Principles of Marketing,TR,04:25 pm-05:45 pm,Kevin Maurice Stephens (P),08/28-12/16,LWS 301,Bus Course for Surcharge and Top 25 and Thematic Sequence
11570,MKT,291,E,3,Principles of Marketing,WF,08:30 am-09:50 am,Donald F. Hoffer (P),08/28-12/16,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
11571,MKT,291,F,3,Principles of Marketing,WF,11:40 am-01:00 pm,Donald F. Hoffer (P),08/28-12/16,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
11572,MKT,291,G,3,Principles of Marketing,WF,01:15 pm-02:35 pm,Donald F. Hoffer (P),08/28-12/16,FSB 1036,Bus Course for Surcharge and Top 25 and Thematic Sequence
52830,MKT,291,I,3,Principles of Marketing,TR,08:30 am-09:50 am,Helen J. Koons (P),08/28-12/16,LWS 301,Bus Course for Surcharge and Top 25 and Thematic Sequence
52831,MKT,291,J,3,Principles of Marketing,TR,10:05 am-11:25 am,Helen J. Koons (P),08/28-12/16,LWS 301,Bus Course for Surcharge and Top 25 and Thematic Sequence
53850,MKT,291,K,3,Principles of Marketing,TR,11:40 am-01:00 pm,Helen J. Koons (P),08/28-12/16,LWS 301,Bus Course for Surcharge and Top 25 and Thematic Sequence
54105,MKT,291,L,3,Principles of Marketing,TR,11:40 am-01:00 pm,Eric Pierre Stenstrom (P),08/28-12/16,FSB 1036,Bus Course for Surcharge and Top 25 and Thematic Sequence
55666,MKT,291,M,3,Principles of Marketing,TR,01:15 pm-02:35 pm,Eric Pierre Stenstrom (P),08/28-12/16,FSB 2040,Bus Course for Surcharge and Top 25 and Thematic Sequence
55668,MKT,291,N,3,Principles of Marketing,M,06:30 pm-09:10 pm,Joseph Patrick Brandabur (P),08/28-12/16,FSB 2041,Bus Course for Surcharge and Top 25 and Thematic Sequence
63855,MKT,291,O,3,Principles of Marketing,W,06:30 pm-09:10 pm,Timothy O'Hara Brandabur (P),08/28-12/16,FSB 2041,Bus Course for Surcharge and Top 25 and Thematic Sequence
63856,MKT,291,P,3,Principles of Marketing,WF,01:15 pm-02:35 pm,Susan M. Finnerty (P),08/28-12/16,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
65847,MKT,291,Q,3,Principles of Marketing,WF,02:50 pm-04:10 pm,Susan M. Finnerty (P),08/28-12/16,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
66909,MKT,291,R,3,Principles of Marketing,WF,04:25 pm-05:45 pm,Susan M. Finnerty (P),08/28-12/16,FSB 0042,Bus Course for Surcharge and Top 25 and Thematic Sequence
67810,MKT,291,S,3,Principles of Marketing,R,06:30 pm-09:10 pm,Alan William Adams (P),08/28-12/16,LWS 301,Bus Course for Surcharge and Top 25 and Thematic Sequence
13973,MKT,291H,A,3,Principles Of Marketing-Honors,MW,01:15 pm-02:35 pm,Janice E. Taylor (P),08/28-12/16,FSB 1035,Bus Course for Surcharge and Honors Course and Top 25
54107,MKT,292,TA,1,Careers in Marketing,,TBA,Gillian W. Oakenfull (P),09/05-10/23,WEB,Bus Course for Surcharge and Online Course/DistanceLearning
55682,MKT,301,A,3,Crtvty;Innov.&Dec Mkng in MKT,WF,08:30 am-09:50 am,Michael S. McCarthy (P),08/28-12/16,FSB 1035,Bus Course for Surcharge
55684,MKT,301,B,3,Crtvty;Innov.&Dec Mkng in MKT,TR,10:05 am-11:25 am,Carolyn S. Craig (P),08/28-12/16,FSB 2041,Bus Course for Surcharge
55685,MKT,301,C,3,Crtvty;Innov.&Dec Mkng in MKT,TR,11:40 am-01:00 pm,Carolyn S. Craig (P),08/28-12/16,FSB 0042,Bus Course for Surcharge
63857,MKT,301,D,3,Crtvty;Innov.&Dec Mkng in MKT,TR,02:50 pm-04:10 pm,Carolyn S. Craig (P),08/28-12/16,FSB 0042,Bus Course for Surcharge
65857,MKT,301,E,3,Crtvty;Innov.&Dec Mkng in MKT,TR,04:25 pm-05:45 pm,Carolyn S. Craig (P),08/28-12/16,FSB 0042,Bus Course for Surcharge
51882,MKT,325,A,3,Consumer Behavior,TR,08:30 am-09:50 am,Donald G. Norris (P),08/28-12/16,FSB 1035,Bus Course for Surcharge and Thematic Sequence
51883,MKT,325,B,3,Consumer Behavior,TR,11:40 am-01:00 pm,Donald G. Norris (P),08/28-12/16,FSB 1035,Bus Course for Surcharge and Thematic Sequence
51884,MKT,325,C,3,Consumer Behavior,TR,01:15 pm-02:35 pm,Donald G. Norris (P),08/28-12/16,FSB 1035,Bus Course for Surcharge and Thematic Sequence
51885,MKT,325,D,3,Consumer Behavior,MW,02:50 pm-04:10 pm,Janice E. Taylor (P),08/28-12/16,FSB 1035,Bus Course for Surcharge and Thematic Sequence
59346,MKT,325,E,3,Consumer Behavior,MW,02:50 pm-04:10 pm,Neil Stephen Brigden (P),08/28-12/16,FSB 2041,Bus Course for Surcharge and Thematic Sequence
69131,MKT,325,F,3,Consumer Behavior,MW,04:25 pm-05:45 pm,Neil Stephen Brigden (P),08/28-12/16,FSB 2041,Bus Course for Surcharge and Thematic Sequence
51887,MKT,335,A,3,Marketing Research,TR,02:50 pm-04:10 pm,Paul Edward Hunter (P),08/28-12/16,FSB 1035,Bus Course for Surcharge and Thematic Sequence
51888,MKT,335,B,3,Marketing Research,TR,04:25 pm-05:45 pm,Paul Edward Hunter (P),08/28-12/16,FSB 1035,Bus Course for Surcharge and Thematic Sequence
51889,MKT,335,C,3,Marketing Research,MW,08:30 am-09:50 am,Hannah Soobin Lee (P),08/28-12/16,FSB 2040,Bus Course for Surcharge and Thematic Sequence
51890,MKT,335,D,3,Marketing Research,MW,10:05 am-11:25 am,Hannah Soobin Lee (P),08/28-12/16,FSB 2040,Bus Course for Surcharge and Thematic Sequence
71394,MKT,335,E,3,Marketing Research,WF,08:30 am-09:50 am,John A. Bosarge (P),08/28-12/16,FSB 2041,Bus Course for Surcharge and Thematic Sequence
67817,MKT,335,F,3,Marketing Research,WF,01:15 pm-02:35 pm,John A. Bosarge (P),08/28-12/16,FSB 2041,Bus Course for Surcharge and Thematic Sequence
55687,MKT,405,A,3,Creating Customer Value,TR,08:30 am-09:50 am,Scott Bertram Friend (P),08/28-12/16,FSB 1036,Bus Course for Surcharge and Thematic Sequence
55688,MKT,405,B,3,Creating Customer Value,TR,10:05 am-11:25 am,Scott Bertram Friend (P),08/28-12/16,FSB 1036,Bus Course for Surcharge and Thematic Sequence
55690,MKT,405,C,3,Creating Customer Value,TR,02:50 pm-04:10 pm,Terri Feldman Barr (P),08/28-12/16,FSB 2041,Bus Course for Surcharge and Thematic Sequence
55692,MKT,405,D,3,Creating Customer Value,TR,04:25 pm-05:45 pm,Terri Feldman Barr (P),08/28-12/16,FSB 2041,Bus Course for Surcharge and Thematic Sequence
62715,MKT,405,E,3,Creating Customer Value,WF,10:05 am-11:25 am,Patrick J. Lindsay (P),08/28-12/16,FSB 0042,Bus Course for Surcharge and Thematic Sequence
67177,MKT,405,F,3,Creating Customer Value,R,06:30 pm-09:10 pm,Michael Anthony Leone (P),08/28-12/16,FSB 2041,Bus Course for Surcharge and Thematic Sequence
62707,MKT,412,A,3,Sustainable Marketing Mgt,MW,10:05 am-11:25 am,Robert Francis Dahlstrom (P),08/28-12/16,FSB 2041,Bus Course for Surcharge
71414,MKT,412,B,3,Sustainable Marketing Mgt,MW,11:40 am-01:00 pm,Robert Francis Dahlstrom (P),08/28-12/16,FSB 2041,Bus Course for Surcharge
55697,MKT,415,A,3,Marketing to Organizations,TR,11:40 am-01:00 pm,Gregory John Fisher (P),08/28-12/16,FSB 2041,Bus Course for Surcharge and Thematic Sequence
71360,MKT,415,B,3,Marketing to Organizations,TR,01:15 pm-02:35 pm,Gregory John Fisher (P),08/28-12/16,FSB 2041,Bus Course for Surcharge and Thematic Sequence
52834,MKT,419,A,3,Digital Branding,TR,10:05 am-11:25 am,Paul Edward Hunter (P),08/28-12/16,FSB 1035,Bus Course for Surcharge and Thematic Sequence
65324,MKT,419,B,3,Digital Branding,,TBA,James R. Coyle (P),08/28-12/16,WEB,Bus Course for Surcharge and Online Course/DistanceLearning and Thematic Sequence
51900,MKT,425,A,3,Global Marketing,WF,10:05 am-11:25 am,Gillian W. Oakenfull (P),08/28-12/16,FSB 1035,Bus Course for Surcharge
63862,MKT,425,B,3,Global Marketing,WF,11:40 am-01:00 pm,Gillian W. Oakenfull (P),08/28-12/16,FSB 1035,Bus Course for Surcharge
51905,MKT,435,A,3,Branding and IMC,MW,11:40 am-01:00 pm,Sanjay Puligadda (P),08/28-12/16,FSB 2040,Bus Course for Surcharge and Thematic Sequence
55703,MKT,435,B,3,Branding and IMC,MW,02:50 pm-04:10 pm,Sanjay Puligadda (P),08/28-12/16,FSB 1036,Bus Course for Surcharge and Thematic Sequence
63863,MKT,435,C,3,Branding and IMC,TR,02:50 pm-04:10 pm,Sina Esteky (P),08/28-12/16,FSB 2040,Bus Course for Surcharge and Thematic Sequence
69134,MKT,435,D,3,Branding and IMC,TR,04:25 pm-05:45 pm,Sina Esteky (P),08/28-12/16,FSB 2040,Bus Course for Surcharge and Thematic Sequence
11604,MKT,442,A,4,Highwire Brand Studio,MW,09:35 am-11:25 am,Michael S. McCarthy (P),08/28-12/16,HIS 218,Bus Course for Surcharge and Senior Capstone
61475,MKT,442H,A,4,Highwire Brand Studio,MW,09:35 am-11:25 am,Michael S. McCarthy (P),08/28-12/16,HIS 218,Bus Course for Surcharge and Honors Course and Senior Capstone
68737,MKT,461,A,3,Principles of Retailing,MW,04:25 pm-05:45 pm,Leslie Denise Stoel (P),08/28-12/16,FSB 1035,Bus Course for Surcharge and Thematic Sequence
51436,MKT,495,A,4,Strategy Works,TR,08:00 am-09:50 am,Debbie M. Coleman (P),08/28-12/16,FSB 3061C,Bus Course for Surcharge and Senior Capstone
52835,MKT,495,B,4,Strategy Works,TR,10:05 am-11:55 am,Arthur C. Jack (P),08/28-12/16,FSB 3061C,Bus Course for Surcharge and Senior Capstone
63864,MKT,495,C,4,Strategy Works,TR,01:15 pm-03:05 pm,Arthur C. Jack (P),08/28-12/16,FSB 3061C,Bus Course for Surcharge and Senior Capstone
71373,MKT,495,D,4,Strategy Works,MW,10:05 am-11:55 am,Devon S. DelVecchio (P),08/28-12/16,FSB 3061C,Bus Course for Surcharge and Senior Capstone
72401,MKT,495,E,4,Strategy Works,MW,01:15 pm-03:05 pm,Devon S. DelVecchio (P),08/28-12/16,FSB 3061C,Bus Course for Surcharge and Senior Capstone
61801,MKT,495H,A,4,Strategy Works,TR,08:00 am-09:50 am,Debbie M. Coleman (P),08/28-12/16,FSB 3061C,Bus Course for Surcharge and Honors Course and Senior Capstone
61802,MKT,495H,B,4,Strategy Works,TR,10:05 am-11:55 am,Arthur C. Jack (P),08/28-12/16,FSB 3061C,Bus Course for Surcharge and Honors Course and Senior Capstone
63865,MKT,495H,C,4,Strategy Works,TR,01:15 pm-03:05 pm,Arthur C. Jack (P),08/28-12/16,FSB 3061C,Bus Course for Surcharge and Honors Course and Senior Capstone
71374,MKT,495H,D,4,Strategy Works,MW,10:05 am-11:55 am,Devon S. DelVecchio (P),08/28-12/16,FSB 3061C,Bus Course for Surcharge and Honors Course and Senior Capstone
72402,MKT,495H,E,4,Strategy Works,MW,01:15 pm-03:05 pm,Devon S. DelVecchio (P),08/28-12/16,FSB 3061C,Bus Course for Surcharge and Honors Course and Senior Capstone
72405,MKT,495H,F,4,Strategy Works,MW,04:25 pm-06:15 pm,Janice E. Taylor (P),08/28-12/16,FSB 3061C,Bus Course for Surcharge and Honors Course and Senior Capstone
67236,MKT,519,A,3,Digital Branding,TR,10:05 am-11:25 am,Paul Edward Hunter (P),08/28-12/16,FSB 1035,Bus Course for Surcharge
67237,MKT,519,B,3,Digital Branding,,TBA,James R. Coyle (P),08/28-12/16,WEB,Bus Course for Surcharge and Online Course/DistanceLearning
,,,,,,,,,,,
CRN,Subj,Crse,Sec,Cred,Title,Days,Time,Instructor,Date (MM/DD),Location,Attribute
72560,MTH,104,AA,5,Precalculus With Algebra,MWF,08:30 am-09:25 am,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,08:00 am-08:50 am,TBA,08/28-12/16,BAC 101,
72562,MTH,104,AB,5,Precalculus With Algebra,MWF,08:30 am-09:25 am,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,09:00 am-09:55 am,TBA,08/28-12/16,BAC 245,
72563,MTH,104,AC,5,Precalculus With Algebra,MWF,08:30 am-09:25 am,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,11:40 am-12:35 pm,TBA,08/28-12/16,BAC 102,
72564,MTH,104,AD,5,Precalculus With Algebra,MWF,08:30 am-09:25 am,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,01:15 pm-02:10 pm,TBA,08/28-12/16,BAC 245,
72565,MTH,104,AE,5,Precalculus With Algebra,MWF,08:30 am-09:25 am,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,02:50 pm-03:45 pm,TBA,08/28-12/16,BAC 114,
72566,MTH,104,AF,5,Precalculus With Algebra,MWF,08:30 am-09:25 am,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,05:25 pm-06:20 pm,TBA,08/28-12/16,BAC 101,
72567,MTH,104,BA,5,Precalculus With Algebra,MWF,10:05 am-11:00 am,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,08:00 am-08:55 am,TBA,08/28-12/16,BAC 114,
72568,MTH,104,BB,5,Precalculus With Algebra,MWF,10:05 am-11:00 am,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,10:05 am-11:00 am,TBA,08/28-12/16,BAC 101,
72569,MTH,104,BC,5,Precalculus With Algebra,MWF,10:05 am-11:00 am,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,11:40 am-12:35 pm,TBA,08/28-12/16,BAC 112,
72570,MTH,104,BD,5,Precalculus With Algebra,MWF,10:05 am-11:00 am,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,T,01:15 pm-02:10 pm,TBA,08/28-12/16,BOY 217,
,,,,,,R,01:15 pm-02:10 pm,TBA,08/28-12/16,BOY 117,
72571,MTH,104,BE,5,Precalculus With Algebra,MWF,10:05 am-11:00 am,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,02:50 pm-03:45 pm,TBA,08/28-12/16,BAC 201,
72572,MTH,104,BF,5,Precalculus With Algebra,MWF,10:05 am-11:00 am,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,06:30 pm-07:25 pm,TBA,08/28-12/16,BAC 101,
72573,MTH,104,CA,5,Precalculus With Algebra,MWF,11:40 am-12:35 pm,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,08:00 am-08:55 am,TBA,08/28-12/16,BAC 219,
72574,MTH,104,CB,5,Precalculus With Algebra,MWF,11:40 am-12:35 pm,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,10:05 am-11:00 am,TBA,08/28-12/16,BAC 112,
72575,MTH,104,CC,5,Precalculus With Algebra,MWF,11:40 am-12:35 pm,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,T,11:40 am-12:35 pm,TBA,08/28-12/16,BOY 217,
,,,,,,R,11:40 am-12:35 pm,TBA,08/28-12/16,BOY 117,
72576,MTH,104,CD,5,Precalculus With Algebra,MWF,11:40 am-12:35 pm,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,02:50 pm-03:45 pm,TBA,08/28-12/16,BAC 101,
72577,MTH,104,CE,5,Precalculus With Algebra,MWF,11:40 am-12:35 pm,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,02:50 pm-03:45 pm,TBA,08/28-12/16,BAC 245,
72578,MTH,104,CF,5,Precalculus With Algebra,MWF,11:40 am-12:35 pm,Laura Anderson (P),08/28-12/16,BAC 101,
,,,,,,TR,06:30 pm-07:25 pm,TBA,08/28-12/16,BAC 102,
72579,MTH,104,DA,5,Precalculus With Algebra,MWF,01:15 pm-02:10 pm,Andrew Bennett Terpstra (P),08/28-12/16,BAC 101,
,,,,,,TR,08:00 am-08:55 am,TBA,08/28-12/16,BAC 245,
72580,MTH,104,DB,5,Precalculus With Algebra,MWF,01:15 pm-02:10 pm,Andrew Bennett Terpstra (P),08/28-12/16,BAC 101,
,,,,,,TR,10:05 am-11:00 am,TBA,08/28-12/16,BAC 102,
72582,MTH,104,DC,5,Precalculus With Algebra,MWF,01:15 pm-02:10 pm,Andrew Bennett Terpstra (P),08/28-12/16,BAC 101,
,,,,,,T,11:40 am-12:35 pm,TBA,08/28-12/16,UPH 364,
,,,,,,R,11:40 am-12:35 pm,TBA,08/28-12/16,UPH 249,
72584,MTH,104,DD,5,Precalculus With Algebra,MWF,01:15 pm-02:10 pm,Andrew Bennett Terpstra (P),08/28-12/16,BAC 101,
,,,,,,TR,02:50 pm-03:45 pm,TBA,08/28-12/16,BAC 102,
72585,MTH,104,DE,5,Precalculus With Algebra,MWF,01:15 pm-02:10 pm,Andrew Bennett Terpstra (P),08/28-12/16,BAC 101,
,,,,,,T,04:25 pm-05:20 pm,TBA,08/28-12/16,BAC 112,
,,,,,,R,04:25 pm-05:20 pm,TBA,08/28-12/16,BAC 201,
72586,MTH,104,DF,5,Precalculus With Algebra,MWF,01:15 pm-02:10 pm,Andrew Bennett Terpstra (P),08/28-12/16,BAC 101,
,,,,,,TR,06:30 pm-07:25 pm,TBA,08/28-12/16,BAC 110,
72587,MTH,104,EA,5,Precalculus With Algebra,MWF,02:50 pm-03:45 pm,Andrew Bennett Terpstra (P),08/28-12/16,BAC 101,
,,,,,,TR,09:00 am-09:55 am,TBA,08/28-12/16,BAC 101,
